id,ref,nombre,usd,costoAntes,costoDespues,precioAntes,precioDespues
"8969","019224419-0000","NJ2234-E-XL-M1","1637.9537400000002","20883.91","20883.91","41767.82","41767.82"
"8970","019224419-0030","NJ2234-E-XL-M1-C3","1637.9537400000002","20883.91","20883.91","41767.82","41767.82"
"8971","019224435-0000","NJ2236-E-XL-M1","1893.8536950000005","24146.63","24146.63","48293.26","48293.26"
"8972","019224435-0030","NJ2236-E-XL-M1-C3","1893.8536950000005","24146.63","24146.63","48293.26","48293.26"
"8973","038479907-0030","NJ2236-E-XL-M1A-C3","1893.8536950000005","24146.63","24146.63","48293.26","48293.26"
"8974","016735226-0000","NJ2238-E-M1","2259.5198849999997","28808.88","28808.88","57617.76","57617.76"
"8975","016735226-0030","NJ2238-E-M1-C3","2259.5198849999997","28808.88","28808.88","57617.76","57617.76"
"8976","087580276-0030","NJ2238-E-MPAX-J30PC-C3","2826.975195","36043.93","36043.93","72087.86","72087.86"
"8977","016735269-0000","NJ224-E-XL-M1","435.10779","5547.62","5547.62","11095.24","11095.24"
"8978","016735269-0030","NJ224-E-XL-M1-C3","435.10779","5547.62","5547.62","11095.24","11095.24"
"8979","038259982-0030","NJ224-E-XL-M1A-C3","435.10779","5547.62","5547.62","11095.24","11095.24"
"8980","016735277-0000","NJ224-E-XL-TVP2","281.557605","3589.86","3589.86","7179.72","7179.72"
"8981","016735277-0030","NJ224-E-XL-TVP2-C3","281.557605","3589.86","3589.86","7179.72","7179.72"
"8982","016735242-0000","NJ2240-E-M1","2559.22932","32630.17","32630.17","65260.34","65260.34"
"8983","016735242-0030","NJ2240-E-M1-C3","2559.22932","32630.17","32630.17","65260.34","65260.34"
"8984","092499139-0030","NJ2240-E-MPAX-J30PC-C3","3119.0256300000005","39767.58","39767.58","79535.16","79535.16"
"8985","019224680-0000","NJ226-E-XL-M1","588.606915","7504.74","7504.74","15009.48","15009.48"
"8986","019224680-0030","NJ226-E-XL-M1-C3","588.606915","7504.74","7504.74","15009.48","15009.48"
"8987","016735285-0000","NJ226-E-XL-TVP2","362.15581499999996","4617.49","4617.49","9234.98","9234.98"
"8988","016735285-0030","NJ226-E-XL-TVP2-C3","362.15581499999996","4617.49","4617.49","9234.98","9234.98"
"8989","019224729-0000","NJ228-E-XL-M1","576.03339","7344.43","7344.43","14688.86","14688.86"
"8990","019224729-0030","NJ228-E-XL-M1-C3","576.03339","7344.43","7344.43","14688.86","14688.86"
"8991","038260018-0030","NJ228-E-XL-M1A-C3","576.03339","7344.43","7344.43","14688.86","14688.86"
"8992","019225202-0000","NJ230-E-XL-M1","716.55051","9136.02","9136.02","18272.04","18272.04"
"8993","019225202-0030","NJ230-E-XL-M1-C3","716.55051","9136.02","9136.02","18272.04","18272.04"
"8994","019225202-0040","NJ230-E-XL-M1-C4","767.725395","9788.5","9788.5","19577","19577"
"8995","089953550-0030","NJ230-E-XL-MPAX-J30PC-C3","1030.3780350000002","13137.32","13137.32","26274.64","26274.64"
"8996","038453649-0000","NJ2304-E-XL-M1","63.90159","814.75","814.75","1629.5","1629.5"
"8997","038453649-0030","NJ2304-E-XL-M1-C3","63.90159","814.75","814.75","1629.5","1629.5"
"8998","016735307-0000","NJ2304-E-XL-TVP2","34.414440000000006","438.78","438.78","877.56","877.56"
"8999","016735307-0030","NJ2304-E-XL-TVP2-C3","34.414440000000006","438.78","438.78","877.56","877.56"
"9000","019224796-0000","NJ2305-E-XL-M1","66.50565","847.95","847.95","1695.9","1695.9"
"9001","019224796-0030","NJ2305-E-XL-M1-C3","66.50565","847.95","847.95","1695.9","1695.9"
"9002","038453665-0040","NJ2305-E-XL-M1A-C4","72.04566","918.58","918.58","1837.16","1837.16"
"9003","016735315-0000","NJ2305-E-XL-TVP2","35.84412","457.01","457.01","914.02","914.02"
"9004","016735315-0030","NJ2305-E-XL-TVP2-C3","35.84412","457.01","457.01","914.02","914.02"
"9005","016735315-0040","NJ2305-E-XL-TVP2-C4","40.120395","511.54","511.54","1023.08","1023.08"
"9006","038260026-0000","NJ2306-E-XL-M1","81.77259","1042.6","1042.6","2085.2","2085.2"
"9007","038260026-0030","NJ2306-E-XL-M1-C3","81.77259","1042.6","1042.6","2085.2","2085.2"
"9008","038260034-0030","NJ2306-E-XL-M1A-C3","81.77259","1042.6","1042.6","2085.2","2085.2"
"9009","038260034-0040","NJ2306-E-XL-M1A-C4","87.274305","1112.75","1112.75","2225.5","2225.5"
"9010","016735331-0000","NJ2306-E-XL-TVP2","43.439295","553.85","553.85","1107.7","1107.7"
"9011","016735331-0030","NJ2306-E-XL-TVP2-C3","43.439295","553.85","553.85","1107.7","1107.7"
"9012","016735331-0040","NJ2306-E-XL-TVP2-C4","47.855985000000004","610.16","610.16","1220.32","1220.32"
"9013","038260050-0030","NJ2307-E-XL-JP1-C3","48.66018","620.42","620.42","1240.84","1240.84"
"9014","019224931-0000","NJ2307-E-XL-M1","84.63194999999999","1079.06","1079.06","2158.12","2158.12"
"9015","019224931-0030","NJ2307-E-XL-M1-C3","84.63194999999999","1079.06","1079.06","2158.12","2158.12"
"9016","038260077-0030","NJ2307-E-XL-M1A-C3","84.65747999999999","1079.38","1079.38","2158.76","2158.76"
"9017","016735358-0000","NJ2307-E-XL-TVP2","50.842994999999995","648.25","648.25","1296.5","1296.5"
"9018","016735358-0030","NJ2307-E-XL-TVP2-C3","50.842994999999995","648.25","648.25","1296.5","1296.5"
"9019","019225008-0000","NJ2308-E-XL-M1","115.54878000000001","1473.25","1473.25","2946.5","2946.5"
"9020","019225008-0030","NJ2308-E-XL-M1-C3","115.54878000000001","1473.25","1473.25","2946.5","2946.5"
"9021","019225024-0030","NJ2308-E-XL-M1A-C3","115.54878000000001","1473.25","1473.25","2946.5","2946.5"
"9022","019225024-0040","NJ2308-E-XL-M1A-C4","127.16493","1621.35","1621.35","3242.7","3242.7"
"9023","016735382-0000","NJ2308-E-XL-TVP2","60.901815","776.5","776.5","1553","1553"
"9024","016735382-0030","NJ2308-E-XL-TVP2-C3","60.901815","776.5","776.5","1553","1553"
"9025","016735382-0040","NJ2308-E-XL-TVP2-C4","75.79857","966.43","966.43","1932.86","1932.86"
"9026","038260123-0040","NJ2308-E-XL-TVP2-QP51-C4","83.68734","1067.01","1067.01","2134.02","2134.02"
"9027","016735412-0000","NJ2309-E-XL-JP1","84.74683500000002","1080.52","1080.52","2161.04","2161.04"
"9028","019225105-0000","NJ2309-E-XL-M1","122.83759500000002","1566.18","1566.18","3132.36","3132.36"
"9029","019225105-0030","NJ2309-E-XL-M1-C3","122.83759500000002","1566.18","1566.18","3132.36","3132.36"
"9030","093331827-0030","NJ2309-E-XL-M1-C3>A","122.83759500000002","1566.18","1566.18","3132.36","3132.36"
"9031","038260158-0030","NJ2309-E-XL-M1A-C3","122.83759500000002","1566.18","1566.18","3132.36","3132.36"
"9032","038260158-0040","NJ2309-E-XL-M1A-C4","133.07512499999999","1696.71","1696.71","3393.42","3393.42"
"9033","095553541-0040","NJ2309-E-XL-M1A-C4>A","133.07512499999999","1696.71","1696.71","3393.42","3393.42"
"9034","016735439-0000","NJ2309-E-XL-TVP2","74.95608","955.69","955.69","1911.38","1911.38"
"9035","016735439-0030","NJ2309-E-XL-TVP2-C3","74.95608","955.69","955.69","1911.38","1911.38"
"9036","093329709-0030","NJ2309-E-XL-TVP2-C3>A","74.95608","955.69","955.69","1911.38","1911.38"
"9037","016735439-0040","NJ2309-E-XL-TVP2-C4","83.2278","1061.15","1061.15","2122.3","2122.3"
"9038","038260166-0040","NJ2309-E-XL-TVP2-QP51-C4","103.02631499999998","1313.59","1313.59","2627.18","2627.18"
"9039","093329709-0000","NJ2309-E-XL-TVP2>A","74.95608","955.69","955.69","1911.38","1911.38"
"9040","016735480-0000","NJ2310-E-XL-M1","168.91924500000002","2153.72","2153.72","4307.44","4307.44"
"9041","016735480-0030","NJ2310-E-XL-M1-C3","159.38379","2032.14","2032.14","4064.28","4064.28"
"9042","093329717-0030","NJ2310-E-XL-M1-C3>A","159.38379","2032.14","2032.14","4064.28","4064.28"
"9043","093329717-0000","NJ2310-E-XL-M1>A","168.91924500000002","2153.72","2153.72","4307.44","4307.44"
"9044","019225261-0030","NJ2310-E-XL-M1A-C3","168.91924500000002","2153.72","2153.72","4307.44","4307.44"
"9045","019225261-0040","NJ2310-E-XL-M1A-C4","209.72895","2674.04","2674.04","5348.08","5348.08"
"9046","016735501-0000","NJ2310-E-XL-TVP2","91.75482000000001","1169.87","1169.87","2339.74","2339.74"
"9047","016735501-0030","NJ2310-E-XL-TVP2-C3","91.75482000000001","1169.87","1169.87","2339.74","2339.74"
"9048","093329725-0030","NJ2310-E-XL-TVP2-C3>A","91.75482000000001","1169.87","1169.87","2339.74","2339.74"
"9049","016735501-0040","NJ2310-E-XL-TVP2-C4","100.85626500000001","1285.92","1285.92","2571.84","2571.84"
"9050","038260182-0040","NJ2310-E-XL-TVP2-QP51-C4","126.079905","1607.52","1607.52","3215.04","3215.04"
"9051","093329725-0000","NJ2310-E-XL-TVP2>A","91.75482000000001","1169.87","1169.87","2339.74","2339.74"
"9052","019225318-0000","NJ2311-E-XL-M1","186.968955","2383.85","2383.85","4767.7","4767.7"
"9053","019225318-0030","NJ2311-E-XL-M1-C3","186.968955","2383.85","2383.85","4767.7","4767.7"
"9054","019225318-0040","NJ2311-E-XL-M1-C4","219.53247","2799.04","2799.04","5598.08","5598.08"
"9055","038260212-0030","NJ2311-E-XL-M1A-C3","186.968955","2383.85","2383.85","4767.7","4767.7"
"9056","038260212-0040","NJ2311-E-XL-M1A-C4","219.53247","2799.04","2799.04","5598.08","5598.08"
"9057","038260204-0040","NJ2311-E-XL-M1A-QP51-C4","256.93392","3275.91","3275.91","6551.82","6551.82"
"9058","019225377-0000","NJ2311-E-XL-TVP2","108.78333000000002","1386.99","1386.99","2773.98","2773.98"
"9059","019225377-0030","NJ2311-E-XL-TVP2-C3","108.78333000000002","1386.99","1386.99","2773.98","2773.98"
"9060","019225377-0040","NJ2311-E-XL-TVP2-C4","135.42388499999998","1726.65","1726.65","3453.3","3453.3"
"9061","038260220-0040","NJ2311-E-XL-TVP2-QP51-C4","232.73147999999998","2967.33","2967.33","5934.66","5934.66"
"9062","019225415-0000","NJ2312-E-XL-M1","225.42989999999998","2874.23","2874.23","5748.46","5748.46"
"9063","019225415-0030","NJ2312-E-XL-M1-C3","225.42989999999998","2874.23","2874.23","5748.46","5748.46"
"9064","019225415-0040","NJ2312-E-XL-M1-C4","261.03148500000003","3328.15","3328.15","6656.3","6656.3"
"9065","019225474-0040","NJ2312-E-XL-M1A-QP51-C4","309.793785","3949.87","3949.87","7899.74","7899.74"
"9066","092234119-0040","NJ2312-E-XL-MPAX-QP51-C4","309.793785","3949.87","3949.87","7899.74","7899.74"
"9067","019225490-0000","NJ2312-E-XL-TVP2","131.492265","1676.53","1676.53","3353.06","3353.06"
"9068","019225490-0030","NJ2312-E-XL-TVP2-C3","131.492265","1676.53","1676.53","3353.06","3353.06"
"9069","019225490-0040","NJ2312-E-XL-TVP2-C4","150.26958","1915.94","1915.94","3831.88","3831.88"
"9070","038260255-0040","NJ2312-E-XL-TVP2-QP51-C4","180.71410500000002","2304.1","2304.1","4608.2","4608.2"
"9071","016735609-0000","NJ2313-E-XL-M1","250.01529000000002","3187.69","3187.69","6375.38","6375.38"
"9072","016735609-0030","NJ2313-E-XL-M1-C3","250.01529000000002","3187.69","3187.69","6375.38","6375.38"
"9073","016735609-0040","NJ2313-E-XL-M1-C4","281.59590000000003","3590.35","3590.35","7180.7","7180.7"
"9074","038260271-0030","NJ2313-E-XL-M1A-C3","250.01529000000002","3187.69","3187.69","6375.38","6375.38"
"9075","038260271-0040","NJ2313-E-XL-M1A-C4","274.84321500000004","3504.25","3504.25","7008.5","7008.5"
"9076","016735625-0000","NJ2313-E-XL-TVP2","159.28167","2030.84","2030.84","4061.68","4061.68"
"9077","016735625-0030","NJ2313-E-XL-TVP2-C3","159.28167","2030.84","2030.84","4061.68","4061.68"
"9078","016735625-0040","NJ2313-E-XL-TVP2-C4","178.40364","2274.65","2274.65","4549.3","4549.3"
"9079","038260298-0040","NJ2313-E-XL-TVP2-QP51-C4","218.89422000000002","2790.9","2790.9","5581.8","5581.8"
"9080","019225610-0000","NJ2314-E-XL-M1","352.00764","4488.1","4488.1","8976.2","8976.2"
"9081","019225610-0030","NJ2314-E-XL-M1-C3","352.00764","4488.1","4488.1","8976.2","8976.2"
"9082","019225610-0040","NJ2314-E-XL-M1-C4","368.57661","4699.35","4699.35","9398.7","9398.7"
"9083","038260310-0040","NJ2314-E-XL-M1A-C4","368.57661","4699.35","4699.35","9398.7","9398.7"
"9084","019225660-0000","NJ2314-E-XL-TVP2","187.35190500000002","2388.74","2388.74","4777.48","4777.48"
"9085","019225660-0030","NJ2314-E-XL-TVP2-C3","187.35190500000002","2388.74","2388.74","4777.48","4777.48"
"9086","019225660-0040","NJ2314-E-XL-TVP2-C4","226.50216000000003","2887.9","2887.9","5775.8","5775.8"
"9087","038057662-0040","NJ2314-E-XL-TVP2-QP51-C4","258.77208","3299.34","3299.34","6598.68","6598.68"
"9088","019225725-0000","NJ2315-E-XL-M1","383.92014","4894.98","4894.98","9789.96","9789.96"
"9089","019225725-0030","NJ2315-E-XL-M1-C3","383.92014","4894.98","4894.98","9789.96","9789.96"
"9090","019225725-0040","NJ2315-E-XL-M1-C4","401.906025","5124.3","5124.3","10248.6","10248.6"
"9091","038260344-0030","NJ2315-E-XL-M1A-C3","383.92014","4894.98","4894.98","9789.96","9789.96"
"9092","038260336-0030","NJ2315-E-XL-M1A-QP51-C3","501.21772500000003","6390.53","6390.53","12781.06","12781.06"
"9093","038260336-0040","NJ2315-E-XL-M1A-QP51-C4","527.590215","6726.78","6726.78","13453.56","13453.56"
"9094","019004460-0000","NJ2315-E-XL-TVP2","245.662425","3132.2","3132.2","6264.4","6264.4"
"9095","019004460-0030","NJ2315-E-XL-TVP2-C3","245.662425","3132.2","3132.2","6264.4","6264.4"
"9096","019004460-0040","NJ2315-E-XL-TVP2-C4","270.04357500000003","3443.06","3443.06","6886.12","6886.12"
"9097","038260352-0030","NJ2315-E-XL-TVP2-QP51-C3","320.75892000000005","4089.68","4089.68","8179.36","8179.36"
"9098","038260352-0040","NJ2315-E-XL-TVP2-QP51-C4","337.60872","4304.51","4304.51","8609.02","8609.02"
"9099","019225849-0000","NJ2316-E-XL-M1","478.61091","6102.29","6102.29","12204.58","12204.58"
"9100","019225849-0030","NJ2316-E-XL-M1-C3","478.61091","6102.29","6102.29","12204.58","12204.58"
"9101","019225849-0040","NJ2316-E-XL-M1-C4","493.45660499999997","6291.57","6291.57","12583.14","12583.14"
"9102","038260387-0040","NJ2316-E-XL-M1A-C4","493.45660499999997","6291.57","6291.57","12583.14","12583.14"
"9103","019225903-0000","NJ2316-E-XL-TVP2","270.03081","3442.89","3442.89","6885.78","6885.78"
"9104","019225903-0030","NJ2316-E-XL-TVP2-C3","270.03081","3442.89","3442.89","6885.78","6885.78"
"9105","019225903-0040","NJ2316-E-XL-TVP2-C4","308.63217","3935.06","3935.06","7870.12","7870.12"
"9106","038260409-0040","NJ2316-E-XL-TVP2-QP51-C4","371.09131499999995","4731.41","4731.41","9462.82","9462.82"
"9107","019225946-0000","NJ2317-E-XL-M1","560.4217950000001","7145.38","7145.38","14290.76","14290.76"
"9108","019225946-0030","NJ2317-E-XL-M1-C3","560.4217950000001","7145.38","7145.38","14290.76","14290.76"
"9109","019225946-0040","NJ2317-E-XL-M1-C4","704.487585","8982.22","8982.22","17964.44","17964.44"
"9110","038260441-0030","NJ2317-E-XL-M1A-C3","560.4217950000001","7145.38","7145.38","14290.76","14290.76"
"9111","038260441-0040","NJ2317-E-XL-M1A-C4","616.077195","7854.98","7854.98","15709.96","15709.96"
"9112","038260433-0030","NJ2317-E-XL-M1A-QP51-C3","731.6642699999999","9328.72","9328.72","18657.44","18657.44"
"9113","038260433-0040","NJ2317-E-XL-M1A-QP51-C4","770.16351","9819.58","9819.58","19639.16","19639.16"
"9114","016735790-0000","NJ2317-E-XL-TVP2","313.878585","4001.95","4001.95","8003.9","8003.9"
"9115","016735790-0030","NJ2317-E-XL-TVP2-C3","313.878585","4001.95","4001.95","8003.9","8003.9"
"9116","016735790-0040","NJ2317-E-XL-TVP2-C4","352.22464500000007","4490.86","4490.86","8981.72","8981.72"
"9117","038260450-0040","NJ2317-E-XL-TVP2-QP51-C4","431.3421150000001","5499.61","5499.61","10999.22","10999.22"
"9118","016735820-0000","NJ2318-E-XL-M1","597.7466549999999","7621.27","7621.27","15242.54","15242.54"
"9119","016735820-0030","NJ2318-E-XL-M1-C3","597.7466549999999","7621.27","7621.27","15242.54","15242.54"
"9120","016735820-0040","NJ2318-E-XL-M1-C4","676.225875","8621.88","8621.88","17243.76","17243.76"
"9121","038260492-0030","NJ2318-E-XL-M1A-C3","597.7466549999999","7621.27","7621.27","15242.54","15242.54"
"9122","038260492-0040","NJ2318-E-XL-M1A-C4","676.225875","8621.88","8621.88","17243.76","17243.76"
"9123","038260484-0040","NJ2318-E-XL-M1A-QP51-C4","821.42775","10473.2","10473.2","20946.4","20946.4"
"9124","019226160-0000","NJ2318-E-XL-TVP2","383.92014","4894.98","4894.98","9789.96","9789.96"
"9125","019226160-0030","NJ2318-E-XL-TVP2-C3","383.92014","4894.98","4894.98","9789.96","9789.96"
"9126","019226160-0040","NJ2318-E-XL-TVP2-C4","399.276435","5090.77","5090.77","10181.54","10181.54"
"9127","019226250-0000","NJ2319-E-XL-M1","579.467175","7388.21","7388.21","14776.42","14776.42"
"9128","019226250-0030","NJ2319-E-XL-M1-C3","579.467175","7388.21","7388.21","14776.42","14776.42"
"9129","038260530-0040","NJ2319-E-XL-M1A-C4","636.99903","8121.74","8121.74","16243.48","16243.48"
"9130","019226292-0000","NJ2319-E-XL-TVP2","448.038735","5712.49","5712.49","11424.98","11424.98"
"9131","019226292-0030","NJ2319-E-XL-TVP2-C3","448.038735","5712.49","5712.49","11424.98","11424.98"
"9132","019226918-0000","NJ232-E-XL-M1","804.4120049999999","10256.25","10256.25","20512.5","20512.5"
"9133","019226918-0030","NJ232-E-XL-M1-C3","804.4120049999999","10256.25","10256.25","20512.5","20512.5"
"9134","019226918-0040","NJ232-E-XL-M1-C4","844.5196350000002","10767.63","10767.63","21535.26","21535.26"
"9135","019226330-0000","NJ2320-E-XL-M1","717.048345","9142.37","9142.37","18284.74","18284.74"
"9136","019226330-0030","NJ2320-E-XL-M1-C3","717.048345","9142.37","9142.37","18284.74","18284.74"
"9137","019226330-0040","NJ2320-E-XL-M1-C4","830.9249100000001","10594.29","10594.29","21188.58","21188.58"
"9138","064053571-0030","NJ2320-E-XL-M1-J30PC-C3","873.8919","11142.12","11142.12","22284.24","22284.24"
"9139","038260590-0030","NJ2320-E-XL-M1A-C3","717.048345","9142.37","9142.37","18284.74","18284.74"
"9140","038260590-0040","NJ2320-E-XL-M1A-C4","830.9249100000001","10594.29","10594.29","21188.58","21188.58"
"9141","038260581-0030","NJ2320-E-XL-M1A-QP51-C3","936.1212750000002","11935.55","11935.55","23871.1","23871.1"
"9142","038260581-0040","NJ2320-E-XL-M1A-QP51-C4","985.3814100000001","12563.61","12563.61","25127.22","25127.22"
"9143","092234216-0030","NJ2320-E-XL-MPAX-J30PC-C3","873.8919","11142.12","11142.12","22284.24","22284.24"
"9144","019226446-0000","NJ2320-E-XL-TVP2","557.3071349999999","7105.67","7105.67","14211.34","14211.34"
"9145","019226446-0030","NJ2320-E-XL-TVP2-C3","557.3071349999999","7105.67","7105.67","14211.34","14211.34"
"9146","019226527-0000","NJ2322-E-XL-M1","1087.8333","13869.87","13869.87","27739.74","27739.74"
"9147","019226527-0030","NJ2322-E-XL-M1-C3","1087.8333","13869.87","13869.87","27739.74","27739.74"
"9148","019226527-0040","NJ2322-E-XL-M1-C4","1204.88835","15362.33","15362.33","30724.66","30724.66"
"9149","038260638-0030","NJ2322-E-XL-M1A-C3","1087.8333","13869.87","13869.87","27739.74","27739.74"
"9150","038260638-0040","NJ2322-E-XL-M1A-C4","1207.505175","15395.69","15395.69","30791.38","30791.38"
"9151","038260620-0030","NJ2322-E-XL-M1A-QP51-C3","1420.2083699999998","18107.66","18107.66","36215.32","36215.32"
"9152","019226594-0000","NJ2322-E-XL-TVP2","844.5196350000002","10767.63","10767.63","21535.26","21535.26"
"9153","019226594-0030","NJ2322-E-XL-TVP2-C3","844.5196350000002","10767.63","10767.63","21535.26","21535.26"
"9154","019226632-0000","NJ2324-E-XL-M1","1499.976855","19124.7","19124.7","38249.4","38249.4"
"9155","019226632-0030","NJ2324-E-XL-M1-C3","1499.976855","19124.7","19124.7","38249.4","38249.4"
"9156","019226632-0040","NJ2324-E-XL-M1-C4","1574.958465","20080.72","20080.72","40161.44","40161.44"
"9157","038479931-0030","NJ2324-E-XL-M1A-C3","1499.976855","19124.7","19124.7","38249.4","38249.4"
"9158","095447172-0030","NJ2324-E-XL-MCA-C3","1802.711595","22984.57","22984.57","45969.14","45969.14"
"9159","019226721-0000","NJ2326-E-XL-M1","1857.984045","23689.3","23689.3","47378.6","47378.6"
"9160","019226721-0030","NJ2326-E-XL-M1-C3","1857.984045","23689.3","23689.3","47378.6","47378.6"
"9161","019226721-0040","NJ2326-E-XL-M1-C4","2042.47659","26041.58","26041.58","52083.16","52083.16"
"9162","016735943-0000","NJ2328-E-XL-M1","2037.44718","25977.45","25977.45","51954.9","51954.9"
"9163","016735943-0030","NJ2328-E-XL-M1-C3","2037.44718","25977.45","25977.45","51954.9","51954.9"
"9164","069590605-0030","NJ2328-E-XL-M1-J30PC-C3","2483.09886","31659.51","31659.51","63319.02","63319.02"
"9165","019226993-0000","NJ2330-E-XL-M1","2380.098075","30346.25","30346.25","60692.5","60692.5"
"9166","019226993-0030","NJ2330-E-XL-M1-C3","2380.098075","30346.25","30346.25","60692.5","60692.5"
"9167","019227078-0000","NJ2332-E-M1","2815.1165100000003","35892.74","35892.74","71785.48","71785.48"
"9168","019227078-0030","NJ2332-E-M1-C3","2815.1165100000003","35892.74","35892.74","71785.48","71785.48"
"9169","061154130-0030","NJ2332-E-M1-J30PC-C3","3430.887345","43743.81","43743.81","87487.62","87487.62"
"9170","038479966-0030","NJ2332-E-M1A-C3","2815.1165100000003","35892.74","35892.74","71785.48","71785.48"
"9171","092264263-0030","NJ2332-E-MPAX-J30PC-C3","3430.887345","43743.81","43743.81","87487.62","87487.62"
"9172","019227132-0030","NJ2334-EX-M1-C3","3244.748115","41370.54","41370.54","82741.08","82741.08"
"9173","081252498-0000","NJ2334-EX-TB-M1","3353.7356850000006","42760.13","42760.13","85520.26","85520.26"
"9174","081252498-0030","NJ2334-EX-TB-M1-C3","3605.2444800000003","45966.87","45966.87","91933.74","91933.74"
"9175","081877226-0030","NJ2334-EX-TB-MPAX-J30PC-C3","4393.8534150000005","56021.63","56021.63","112043.26","112043.26"
"9176","039029611-0030","NJ2338-EX-M1-C3","4596.740325000001","58608.44","58608.44","117216.88","117216.88"
"9177","081370598-0030","NJ2338-EX-TB-M1-C3","5323.477305","67874.34","67874.34","135748.68","135748.68"
"9178","019227256-0000","NJ234-E-XL-M1","906.39159","11556.49","11556.49","23112.98","23112.98"
"9179","019227256-0030","NJ234-E-XL-M1-C3","906.39159","11556.49","11556.49","23112.98","23112.98"
"9180","019227299-0030","NJ234-E-XL-M1A-C3","906.39159","11556.49","11556.49","23112.98","23112.98"
"9181","081288808-0030","NJ2340-EX-TB-M1-C3","6489.67494","82743.36","82743.36","165486.72","165486.72"
"9182","019227310-0000","NJ236-E-XL-M1","999.512265","12743.78","12743.78","25487.56","25487.56"
"9183","019227310-0030","NJ236-E-XL-M1-C3","999.512265","12743.78","12743.78","25487.56","25487.56"
"9184","019227310-0040","NJ236-E-XL-M1-C4","1101.8365050000002","14048.42","14048.42","28096.84","28096.84"
"9185","016735978-0000","NJ238-E-M1","1254.020835","15988.77","15988.77","31977.54","31977.54"
"9186","016735978-0030","NJ238-E-M1-C3","1254.020835","15988.77","15988.77","31977.54","31977.54"
"9187","016735986-0000","NJ240-E-M1","1484.5695000000003","18928.26","18928.26","37856.52","37856.52"
"9188","016735986-0030","NJ240-E-M1-C3","1484.5695000000003","18928.26","18928.26","37856.52","37856.52"
"9189","016735986-0040","NJ240-E-M1-C4","1718.130705","21906.17","21906.17","43812.34","43812.34"
"9190","038908107-0030","NJ240-E-M1A-C3","1484.5695000000003","18928.26","18928.26","37856.52","37856.52"
"9191","019227434-0000","NJ244-E-M1","2143.9200450000003","27334.98","27334.98","54669.96","54669.96"
"9192","019227434-0030","NJ244-E-M1-C3","2143.9200450000003","27334.98","27334.98","54669.96","54669.96"
"9193","019227450-0030","NJ248-E-M1-C3","3120.0213000000003","39780.27","39780.27","79560.54","79560.54"
"9194","078313023-0030","NJ248-E-TB-M1-C3","3120.0213000000003","39780.27","39780.27","79560.54","79560.54"
"9195","061016632-0030","NJ2980-M1-J30PC-C3","3802.476495","48481.58","48481.58","96963.16","96963.16"
"9196","071262652-0030","NJ2988-M1A-J30PC-C3","4952.679585","63146.66","63146.66","126293.32","126293.32"
"9197","016735994-0000","NJ303-E-XL-TVP2","24.802395","316.23","316.23","632.46","632.46"
"9198","016735994-0030","NJ303-E-XL-TVP2-C3","24.802395","316.23","316.23","632.46","632.46"
"9199","019227647-0000","NJ304-E-XL-M1","52.349264999999995","667.45","667.45","1334.9","1334.9"
"9200","019227647-0030","NJ304-E-XL-M1-C3","52.349264999999995","667.45","667.45","1334.9","1334.9"
"9201","016736001-0000","NJ304-E-XL-TVP2","24.17691","308.26","308.26","616.52","616.52"
"9202","016736001-0030","NJ304-E-XL-TVP2-C3","24.17691","308.26","308.26","616.52","616.52"
"9203","016736001-0040","NJ304-E-XL-TVP2-C4","25.185345","321.11","321.11","642.22","642.22"
"9204","019007787-0000","NJ305-E-XL-M1","61.437945","783.33","783.33","1566.66","1566.66"
"9205","019007787-0030","NJ305-E-XL-M1-C3","61.437945","783.33","783.33","1566.66","1566.66"
"9206","038479990-0030","NJ305-E-XL-M1A-C3","61.437945","783.33","783.33","1566.66","1566.66"
"9207","016736028-0000","NJ305-E-XL-TVP2","28.912725","368.64","368.64","737.28","737.28"
"9208","016736028-0030","NJ305-E-XL-TVP2-C3","28.912725","368.64","368.64","737.28","737.28"
"9209","016736028-0040","NJ305-E-XL-TVP2-C4","30.674295000000004","391.1","391.1","782.2","782.2"
"9210","038454033-0040","NJ305-E-XL-TVP2-QP51-C4","39.72468","506.49","506.49","1012.98","1012.98"
"9211","038277913-0000","NJ306-E-XL-JP1","40.682055","518.7","518.7","1037.4","1037.4"
"9212","038277913-0030","NJ306-E-XL-JP1-C3","40.682055","518.7","518.7","1037.4","1037.4"
"9213","019007795-0000","NJ306-E-XL-M1","58.987065","752.09","752.09","1504.18","1504.18"
"9214","019007795-0030","NJ306-E-XL-M1-C3","58.987065","752.09","752.09","1504.18","1504.18"
"9215","019007809-0030","NJ306-E-XL-M1A-C3","58.987065","752.09","752.09","1504.18","1504.18"
"9216","016736087-0000","NJ306-E-XL-TVP2","34.503795000000004","439.92","439.92","879.84","879.84"
"9217","016736087-0030","NJ306-E-XL-TVP2-C3","34.503795000000004","439.92","439.92","879.84","879.84"
"9218","016736087-0040","NJ306-E-XL-TVP2-C4","36.63555","467.1","467.1","934.2","934.2"
"9219","038907879-0040","NJ306-E-XL-TVP2-QP51-C4","39.711915000000005","506.33","506.33","1012.66","1012.66"
"9220","019007817-0000","NJ307-E-XL-M1","76.16875500000002","971.15","971.15","1942.3","1942.3"
"9221","019007817-0030","NJ307-E-XL-M1-C3","76.16875500000002","971.15","971.15","1942.3","1942.3"
