sap,desc,familia,usd,costo,precio,marca
"016726090-0000","7310-B-XL-TVP-UA","Contacto angular","64.28454","819.63","1639.26","FAG"
"016726103-0000","7310-B-XL-TVP-UO","Contacto angular","64.28454","819.63","1639.26","FAG"
"019117477-0000","7311-B-XL-JP","Contacto angular","69.08417999999999","880.82","1761.65","FAG"
"019117485-0000","7311-B-XL-JP-UA","Contacto angular","88.244445","1125.12","2250.23","FAG"
"016726111-0000","7311-B-XL-MP","Contacto angular","123.13118999999999","1569.92","3139.85","FAG"
"016726120-0000","7311-B-XL-MP-UA","Contacto angular","130.43277","1663.02","3326.04","FAG"
"088971562-0000","7311-B-XL-MP-UB","Contacto angular","130.43277","1663.02","3326.04","FAG"
"019117523-0000","7311-B-XL-MP-UO","Contacto angular","130.43277","1663.02","3326.04","FAG"
"016726138-0000","7311-B-XL-TVP","Contacto angular","63.64629","811.49","1622.98","FAG"
"016726146-0000","7311-B-XL-TVP-UA","Contacto angular","78.721755","1003.7","2007.4","FAG"
"016726154-0000","7311-B-XL-TVP-UO","Contacto angular","78.721755","1003.7","2007.4","FAG"
"092260055-0000","7312-B-XL-2RS-JP-L431","Contacto angular","213.81375","2726.13","5452.25","FAG"
"016726162-0000","7312-B-XL-JP","Contacto angular","88.51251","1128.53","2257.07","FAG"
"019117590-0000","7312-B-XL-JP-UA","Contacto angular","109.919415","1401.47","2802.95","FAG"
"019117604-0000","7312-B-XL-JP-UO","Contacto angular","109.919415","1401.47","2802.95","FAG"
"019117612-0000","7312-B-XL-MP","Contacto angular","134.989875","1721.12","3442.24","FAG"
"016726189-0000","7312-B-XL-MP-UA","Contacto angular","143.00629500000002","1823.33","3646.66","FAG"
"088941132-0000","7312-B-XL-MP-UB","Contacto angular","143.00629500000002","1823.33","3646.66","FAG"
"019117639-0000","7312-B-XL-MP-UO","Contacto angular","143.00629500000002","1823.33","3646.66","FAG"
"016726197-0000","7312-B-XL-TVP","Contacto angular","76.79424","979.13","1958.25","FAG"
"016726200-0000","7312-B-XL-TVP-UA","Contacto angular","94.72906499999999","1207.8","2415.59","FAG"
"038477360-0000","7312-B-XL-TVP-UL","Contacto angular","94.72906499999999","1207.8","2415.59","FAG"
"016726219-0000","7312-B-XL-TVP-UO","Contacto angular","94.72906499999999","1207.8","2415.59","FAG"
"019117663-0000","7313-B-XL-JP","Contacto angular","115.26795","1469.67","2939.33","FAG"
"019117680-0000","7313-B-XL-JP-UA","Contacto angular","126.207555","1609.15","3218.29","FAG"
"019117701-0000","7313-B-XL-JP-UO","Contacto angular","126.207555","1609.15","3218.29","FAG"
"019003285-0000","7313-B-XL-MP","Contacto angular","155.081985","1977.3","3954.59","FAG"
"016726227-0000","7313-B-XL-MP-UA","Contacto angular","164.1579","2093.01","4186.03","FAG"
"088941310-0000","7313-B-XL-MP-UB","Contacto angular","164.1579","2093.01","4186.03","FAG"
"019117728-0000","7313-B-XL-MP-UO","Contacto angular","164.1579","2093.01","4186.03","FAG"
"016726235-0000","7313-B-XL-TVP","Contacto angular","100.03930500000003","1275.5","2551","FAG"
"016726243-0000","7313-B-XL-TVP-UA","Contacto angular","116.11043999999998","1480.41","2960.82","FAG"
"016726251-0000","7313-B-XL-TVP-UO","Contacto angular","116.11043999999998","1480.41","2960.82","FAG"
"019117736-0000","7314-B-XL-JP","Contacto angular","142.036155","1810.96","3621.92","FAG"
"016726260-0000","7314-B-XL-JP-UA","Contacto angular","146.937915","1873.46","3746.92","FAG"
"019117744-0000","7314-B-XL-JP-UO","Contacto angular","146.937915","1873.46","3746.92","FAG"
"019117752-0000","7314-B-XL-MP","Contacto angular","196.95118499999998","2511.13","5022.26","FAG"
"016726278-0000","7314-B-XL-MP-UA","Contacto angular","214.57965","2735.89","5471.78","FAG"
"088941345-0000","7314-B-XL-MP-UB","Contacto angular","214.57965","2735.89","5471.78","FAG"
"019117760-0000","7314-B-XL-MP-UO","Contacto angular","214.57965","2735.89","5471.78","FAG"
"016726286-0000","7314-B-XL-TVP","Contacto angular","123.25884","1571.55","3143.1","FAG"
"016726294-0000","7314-B-XL-TVP-UA","Contacto angular","139.381035","1777.11","3554.22","FAG"
"019117787-0000","7314-B-XL-TVP-UO","Contacto angular","139.381035","1777.11","3554.22","FAG"
"019117795-0000","7315-B-XL-JP","Contacto angular","174.11460000000002","2219.96","4439.92","FAG"
"019117809-0000","7315-B-XL-JP-UA","Contacto angular","195.47044499999998","2492.25","4984.5","FAG"
"019117817-0000","7315-B-XL-JP-UO","Contacto angular","195.47044499999998","2492.25","4984.5","FAG"
"016726308-0000","7315-B-XL-MP","Contacto angular","221.613165","2825.57","5651.14","FAG"
"016726316-0000","7315-B-XL-MP-UA","Contacto angular","246.23685","3139.52","6279.04","FAG"
"088970124-0000","7315-B-XL-MP-UB","Contacto angular","246.23685","3139.52","6279.04","FAG"
"019117825-0000","7315-B-XL-MP-UO","Contacto angular","246.23685","3139.52","6279.04","FAG"
"016726332-0000","7315-B-XL-TVP","Contacto angular","160.17522","2042.23","4084.47","FAG"
"016726340-0000","7315-B-XL-TVP-UA","Contacto angular","179.85885","2293.2","4586.4","FAG"
"019117841-0000","7315-B-XL-TVP-UO","Contacto angular","179.85885","2293.2","4586.4","FAG"
"019117850-0000","7316-B-XL-JP","Contacto angular","197.83197","2522.36","5044.72","FAG"
"019117868-0000","7316-B-XL-JP-UA","Contacto angular","232.99954499999998","2970.74","5941.49","FAG"
"019117876-0000","7316-B-XL-JP-UO","Contacto angular","232.99954499999998","2970.74","5941.49","FAG"
"016726359-0000","7316-B-XL-MP","Contacto angular","262.60158","3348.17","6696.34","FAG"
"016726367-0000","7316-B-XL-MP-UA","Contacto angular","280.67682","3578.63","7157.26","FAG"
"088970795-0000","7316-B-XL-MP-UB","Contacto angular","280.67682","3578.63","7157.26","FAG"
"019117892-0000","7316-B-XL-MP-UO","Contacto angular","280.67682","3578.63","7157.26","FAG"
"016726375-0000","7316-B-XL-TVP","Contacto angular","183.61176","2341.05","4682.1","FAG"
"016726383-0000","7316-B-XL-TVP-UA","Contacto angular","207.91632","2650.93","5301.87","FAG"
"019117914-0000","7316-B-XL-TVP-UO","Contacto angular","207.91632","2650.93","5301.87","FAG"
"019003307-0000","7317-B-XL-JP","Contacto angular","251.59814999999998","3207.88","6415.75","FAG"
"019117930-0000","7317-B-XL-JP-UA","Contacto angular","295.037445","3761.73","7523.45","FAG"
"019117949-0000","7317-B-XL-JP-UO","Contacto angular","295.037445","3761.73","7523.45","FAG"
"019117957-0000","7317-B-XL-MP","Contacto angular","307.8918","3925.62","7851.24","FAG"
"016726391-0000","7317-B-XL-MP-UA","Contacto angular","327.72861","4178.54","8357.08","FAG"
"089314077-0000","7317-B-XL-MP-UB","Contacto angular","327.72861","4178.54","8357.08","FAG"
"019117981-0000","7317-B-XL-MP-UO","Contacto angular","327.72861","4178.54","8357.08","FAG"
"016726405-0000","7317-B-XL-TVP","Contacto angular","218.33255999999997","2783.74","5567.48","FAG"
"016726413-0000","7317-B-XL-TVP-UA","Contacto angular","245.713485","3132.85","6265.69","FAG"
"019117990-0000","7317-B-XL-TVP-UO","Contacto angular","245.713485","3132.85","6265.69","FAG"
"019118015-0000","7318-B-XL-JP","Contacto angular","294.42472499999997","3753.92","7507.83","FAG"
"019118023-0000","7318-B-XL-JP-UA","Contacto angular","321.85670999999996","4103.67","8207.35","FAG"
"016726421-0000","7318-B-XL-MP","Contacto angular","343.73591999999996","4382.63","8765.27","FAG"
"016726430-0000","7318-B-XL-MP-UA","Contacto angular","356.02861500000006","4539.36","9078.73","FAG"
"089314107-0000","7318-B-XL-MP-UB","Contacto angular","356.02861500000006","4539.36","9078.73","FAG"
"019118058-0000","7318-B-XL-MP-UO","Contacto angular","356.02861500000006","4539.36","9078.73","FAG"
"019118066-0000","7318-B-XL-TVP","Contacto angular","255.491475","3257.52","6515.03","FAG"
"019003315-0000","7318-B-XL-TVP-UA","Contacto angular","283.676595","3616.88","7233.75","FAG"
"019118082-0000","7318-B-XL-TVP-UO","Contacto angular","283.676595","3616.88","7233.75","FAG"
"019118090-0000","7319-B-XL-JP","Contacto angular","342.57430500000004","4367.82","8735.64","FAG"
"019118104-0000","7319-B-XL-JP-UA","Contacto angular","374.62722","4776.5","9552.99","FAG"
"019118112-0000","7319-B-XL-MP","Contacto angular","406.60354500000005","5184.2","10368.39","FAG"
"016726448-0000","7319-B-XL-MP-UA","Contacto angular","423.5427","5400.17","10800.34","FAG"
"093050720-0000","7319-B-XL-MP-UB","Contacto angular","423.5427","5400.17","10800.34","FAG"
"019118139-0000","7319-B-XL-MP-UO","Contacto angular","423.5427","5400.17","10800.34","FAG"
"019118147-0000","7319-B-XL-TVP","Contacto angular","288.38688","3676.93","7353.87","FAG"
"019118155-0000","7319-B-XL-TVP-UA","Contacto angular","336.84282","4294.75","8589.49","FAG"
"088284921-0000","7319-B-XL-TVP-UB","Contacto angular","336.84282","4294.75","8589.49","FAG"
"038848953-0000","7319-B-XL-TVP-UL","Contacto angular","336.84282","4294.75","8589.49","FAG"
"019118163-0000","7319-B-XL-TVP-UO","Contacto angular","336.84282","4294.75","8589.49","FAG"
"016726456-0000","7320-B-XL-JP","Contacto angular","412.0924949999999","5254.18","10508.36","FAG"
"019118180-0000","7320-B-XL-JP-UA","Contacto angular","444.285825","5664.64","11329.29","FAG"
"019118198-0000","7320-B-XL-JP-UO","Contacto angular","444.285825","5664.64","11329.29","FAG"
"019118201-0000","7320-B-XL-MP","Contacto angular","464.531115","5922.77","11845.54","FAG"
"016726464-0000","7320-B-XL-MP-UA","Contacto angular","478.955565","6106.68","12213.37","FAG"
"089314131-0000","7320-B-XL-MP-UB","Contacto angular","478.955565","6106.68","12213.37","FAG"
"038477408-0000","7320-B-XL-MP-UL","Contacto angular","478.955565","6106.68","12213.37","FAG"
"016726472-0000","7320-B-XL-MP-UO","Contacto angular","478.955565","6106.68","12213.37","FAG"
"019118244-0000","7320-B-XL-TVP","Contacto angular","357.68806499999994","4560.52","9121.05","FAG"
"016726480-0000","7320-B-XL-TVP-UA","Contacto angular","396.14901","5050.9","10101.8","FAG"
"019118287-0000","7320-B-XL-TVP-UO","Contacto angular","396.14901","5050.9","10101.8","FAG"
"019118295-0000","7321-B-XL-MP","Contacto angular","576.148275","7345.89","14691.78","FAG"
"019118317-0000","7321-B-XL-MP-UA","Contacto angular","562.75779","7175.16","14350.32","FAG"
"016726502-0000","7322-B-XL-TVP","Contacto angular","514.5571500000001","6560.6","13121.21","FAG"
"016726510-0000","7322-B-XL-TVP-UA","Contacto angular","525.81588","6704.15","13408.3","FAG"
"019118406-0000","7322-B-XL-TVP-UO","Contacto angular","525.81588","6704.15","13408.3","FAG"
"000509663-0000","BK0306-TV-A","Agujas","5.259735","67.06","134.12","INA"
"009775811-0000","BK0408-B","Agujas","5.259735","67.06","134.12","INA"
"001197568-0000","BK0509-B","Agujas","5.154840000000001","65.72","131.45","INA"
"006001190-0000","BK0609","Agujas","5.154840000000001","65.72","131.45","INA"
"001197797-0000","BK0609-B","Agujas","5.154840000000001","65.72","131.45","INA"
"001197614-0000","BK0709-B","Agujas","5.154840000000001","65.72","131.45","INA"
"001197649-0000","BK0808-B","Agujas","5.259735","67.06","134.12","INA"
"006001203-0000","BK0810","Agujas","5.229765000000001","66.68","133.36","INA"
"001197665-0000","BK0810-B","Agujas","5.229765000000001","66.68","133.36","INA"
"001197860-0000","BK0910-B","Agujas","5.259735","67.06","134.12","INA"
"001197800-0000","BK0912-B","Agujas","5.304690000000001","67.63","135.27","INA"
"001197690-0000","BK1010-B","Agujas","5.304690000000001","67.63","135.27","INA"
"006001211-0000","BK1010-HLA","Agujas","5.304690000000001","67.63","135.27","INA"
"001197827-0000","BK1012-B","Agujas","6.5184750000000005","83.11","166.22","INA"
"006001220-0000","BK1012-HLA","Agujas","6.5184750000000005","83.11","166.22","INA"
"005046297-0000","BK1015-B","Agujas","7.417575000000001","94.57","189.15","INA"
"001197711-0000","BK1210-B","Agujas","5.679315","72.41","144.82","INA"
"000177229-0000","BK1212-A","Agujas","5.994000000000001","76.42","152.85","INA"
"000177229-0968","BK1212-A-L271","Agujas","5.994000000000001","76.42","152.85","INA"
"000176966-0000","BK1312-A","Agujas","8.811180000000002","112.34","224.69","INA"
"000176974-0000","BK1412-A","Agujas","6.3686250000000015","81.2","162.4","INA"
"000707562-0968","BK1414-RS-L271","Agujas","9.02097","115.02","230.03","INA"
"000534994-0000","BK1512","Agujas","7.282710000000002","92.85","185.71","INA"
"000707570-0968","BK1514-RS-L271","Agujas","14.175810000000002","180.74","361.48","INA"
"000176990-0000","BK1516-A","Agujas","6.71328","85.59","171.19","INA"
"000177008-0000","BK1612-A","Agujas","8.166825000000001","104.13","208.25","INA"
"000707589-0968","BK1614-RS-L271","Agujas","10.654335000000001","135.84","271.69","INA"
"000177016-0000","BK1616-A","Agujas","6.8931000000000004","87.89","175.77","INA"
"000195413-0000","BK1622-ZW-A","Agujas","22.702275000000007","289.45","578.91","INA"
"000177032-0000","BK1812-A","Agujas","17.14284","218.57","437.14","INA"
"000177040-0000","BK1816-A","Agujas","9.395595","119.79","239.59","INA"
"000177059-0000","BK2016-A","Agujas","8.84115","112.72","225.45","INA"
"000226947-0000","BK2016-AS1","Agujas","8.916075000000003","113.68","227.36","INA"
"000707597-0968","BK2018-RS-L271","Agujas","10.924065","139.28","278.56","INA"
"000177067-0000","BK2020-A","Agujas","10.699290000000003","136.42","272.83","INA"
"000177075-0000","BK2216-A","Agujas","10.159830000000003","129.54","259.08","INA"
"000177091-0000","BK2516-A","Agujas","18.146835000000003","231.37","462.74","INA"
"000707600-0968","BK2518-RS-L271","Agujas","11.988000000000001","152.85","305.69","INA"
"000177105-0000","BK2520","Agujas","10.4895","133.74","267.48","INA"
"000177113-0000","BK2526-A","Agujas","10.4895","133.74","267.48","INA"
"000177121-0000","BK2538-ZW-A","Agujas","14.580405000000003","185.9","371.8","INA"
"000177172-0000","BK3016","Agujas","19.165815000000002","244.36","488.73","INA"
"000177180-0000","BK3020","Agujas","11.718270000000004","149.41","298.82","INA"
"000177199-0000","BK3026","Agujas","11.703285000000001","149.22","298.43","INA"
"006001254-0000","BK3026-HLA","Agujas","11.703285000000001","149.22","298.43","INA"
"000195421-0000","BK3038-ZW","Agujas","16.54344","210.93","421.86","INA"
"000245372-0000","BK3520-A","Agujas","15.044940000000002","191.82","383.65","INA"
"000245356-0000","BK4020-A","Agujas","14.430555000000005","183.99","367.98","INA"
"000197157-0000","BK4520-A","Agujas","34.58538000000001","440.96","881.93","INA"
"000196053-0000","BK5025-A","Agujas","34.58538000000001","440.96","881.93","INA"
"000831522-0000","FLCTE12-XL","Soportes de chumacera","42.28767000000001","539.17","1078.34","INA"
"000831530-0000","FLCTE15-XL","Soportes de chumacera","42.28767000000001","539.17","1078.34","INA"
"000831549-0000","FLCTE17-XL","Soportes de chumacera","42.28767000000001","539.17","1078.34","INA"
"000831557-0000","FLCTE20-XL","Soportes de chumacera","44.655300000000004","569.36","1138.71","INA"
"000831565-0000","FLCTE25-XL","Soportes de chumacera","48.73122000000001","621.32","1242.65","INA"
"096953489-0000","FLCTE25-XL-SSA","Soportes de chumacera","48.73122000000001","621.32","1242.65","INA"
"000831271-0000","FLCTE30-XL","Soportes de chumacera","58.86108","750.48","1500.96","INA"
"000831298-0000","FLCTE35-XL","Soportes de chumacera","69.39553500000002","884.79","1769.59","INA"
"000893820-0000","FLCTE40-XL","Soportes de chumacera","81.02389500000001","1033.05","2066.11","INA"
"000932914-0000","FLCTEY15-XL","Soportes de chumacera","41.88307500000001","534.01","1068.02","INA"
"000932922-0000","FLCTEY17-XL","Soportes de chumacera","42.25770000000001","538.79","1077.57","INA"
"000883492-0000","FLCTEY20-XL","Soportes de chumacera","42.94701000000001","547.57","1095.15","INA"
"000842451-0000","FLCTEY25-XL","Soportes de chumacera","44.01094500000001","561.14","1122.28","INA"
"096951940-0000","FLCTEY25-XL-SSA","Soportes de chumacera","62.247690000000006","793.66","1587.32","INA"
"000893870-0000","FLCTEY30-XL","Soportes de chumacera","53.72122500000001","684.95","1369.89","INA"
"000891568-0000","FLCTEY35-XL","Soportes de chumacera","63.04189500000001","803.78","1607.57","INA"
"000901520-0000","FLCTEY40-XL","Soportes de chumacera","72.78214500000001","927.97","1855.94","INA"
"000805513-0000","GRAE12-XL-NPP-B","Soportes de chumacera","26.58339","338.94","677.88","INA"
"000849278-0000","GRAE15-XL-NPP-B","Soportes de chumacera","26.58339","338.94","677.88","INA"
"000849316-0000","GRAE17-XL-NPP-B","Soportes de chumacera","26.58339","338.94","677.88","INA"
"050332988-0000","GRAE20-NPP-B-AS2/V","Soportes de chumacera","37.927035000000004","483.57","967.14","INA"
"000840424-0000","GRAE20-NPP-B-FA106","Soportes de chumacera","43.591365","555.79","1111.58","INA"
"000849340-0000","GRAE20-XL-NPP-B","Soportes de chumacera","29.265705000000004","373.14","746.28","INA"
"002828065-0000","GRAE20-XL-NPP-B-FA125.5","Soportes de chumacera","36.908055000000004","470.58","941.16","INA"
"007615930-0000","GRAE25-NPP-B-FA107/125.5","Soportes de chumacera","44.625330000000005","568.97","1137.95","INA"
"000849375-0000","GRAE25-XL-NPP-B","Soportes de chumacera","31.64832000000001","403.52","807.03","INA"
"003568482-0000","GRAE30-208-NPP-B-AH01","Soportes de chumacera","142.86699000000004","1821.55","3643.11","INA"
"000840246-0000","GRAE30-NPP-B-FA106","Soportes de chumacera","42.82713","546.05","1092.09","INA"
"000849405-0000","GRAE30-XL-NPP-B","Soportes de chumacera","37.687275","480.51","961.03","INA"
"002828081-0000","GRAE30-XL-NPP-B-FA125.5","Soportes de chumacera","47.742210000000014","608.71","1217.43","INA"
"000849448-0000","GRAE35-XL-NPP-B","Soportes de chumacera","46.03392000000001","586.93","1173.86","INA"
"003566757-0000","GRAE40-NPP-B-AH08","Soportes de chumacera","253.69605000000004","3234.62","6469.25","INA"
"000849472-0000","GRAE40-XL-NPP-B","Soportes de chumacera","55.65429000000001","709.59","1419.18","INA"
"000849502-0000","GRAE45-XL-NPP-B","Soportes de chumacera","66.5334","848.3","1696.6","INA"
"000839752-0000","GRAE50-NPP-B-FA106","Soportes de chumacera","94.210695","1201.19","2402.37","INA"
"000849537-0000","GRAE50-XL-NPP-B","Soportes de chumacera","71.76316500000001","914.98","1829.96","INA"
"069343144-0000","GRAE55-NPP-B-FA107","Soportes de chumacera","94.25565","1201.76","2403.52","INA"
"013132202-0000","GRAE55-XL-NPP-B","Soportes de chumacera","88.90600500000001","1133.55","2267.1","INA"
"000861715-0000","GRAE60-NPP-B-FA106","Soportes de chumacera","153.86598000000004","1961.79","3923.58","INA"
"000849561-0000","GRAE60-XL-NPP-B","Soportes de chumacera","116.91297","1490.64","2981.28","INA"
"000970662-0000","GYE12-XL-KRR-B","Soportes de chumacera","24.950025","318.11","636.23","INA"
"053091884-0000","GYE15-KRR-B-VA-HLA","Soportes de chumacera","120.17970000000001","1532.29","3064.58","INA"
"000970646-0000","GYE15-XL-KRR-B","Soportes de chumacera","24.950025","318.11","636.23","INA"
"000970611-0000","GYE16-XL-KRR-B","Soportes de chumacera","25.204770000000003","321.36","642.72","INA"
"000970581-0000","GYE17-XL-KRR-B","Soportes de chumacera","24.950025","318.11","636.23","INA"
"051208369-0000","GYE20-KRR-B-VA-HLA","Soportes de chumacera","143.72113500000003","1832.44","3664.89","INA"
"000808938-0000","GYE20-XL-KRR-B","Soportes de chumacera","24.950025","318.11","636.23","INA"
"051061767-0000","GYE25-KRR-B-VA-HLA","Soportes de chumacera","130.294575","1661.26","3322.51","INA"
"000810002-0000","GYE25-XL-KRR-B","Soportes de chumacera","28.86111000000001","367.98","735.96","INA"
"051062194-0000","GYE30-KRR-B-VA-HLA","Soportes de chumacera","157.91193","2013.38","4026.75","INA"
"000864072-0000","GYE30-XL-KRR-B","Soportes de chumacera","35.199765","448.8","897.59","INA"
"000812447-0000","GYE35-XL-KRR-B","Soportes de chumacera","42.542415000000005","542.42","1084.83","INA"
"000813915-0000","GYE40-XL-KRR-B","Soportes de chumacera","50.97897000000002","649.98","1299.96","INA"
"051805430-0000","GYE45-KRR-B-FA107-VA-HLA","Soportes de chumacera","160.96887","2052.35","4104.71","INA"
"000815004-0000","GYE45-XL-KRR-B","Soportes de chumacera","56.853089999999995","724.88","1449.75","INA"
"000815861-0000","GYE50-XL-KRR-B","Soportes de chumacera","64.42051500000001","821.36","1642.72","INA"
"000935131-0000","GYE55-XL-KRR-B","Soportes de chumacera","83.64627000000002","1066.49","2132.98","INA"
"000935204-0000","GYE60-XL-KRR-B","Soportes de chumacera","109.61527500000003","1397.59","2795.19","INA"
"000935360-0000","GYE65-214-XL-KRR-B","Soportes de chumacera","196.91788499999998","2510.7","5021.41","INA"
"000935832-0000","GYE70-XL-KRR-B","Soportes de chumacera","194.86494000000005","2484.53","4969.06","INA"
"000935247-0000","GYE75-XL-KRR-B","Soportes de chumacera","219.21556500000003","2795","5590","INA"
"000956139-0000","GYE80-XL-KRR-B","Soportes de chumacera","267.93180000000007","3416.13","6832.26","INA"
"001545361-0000","HK0306-TV-A","Agujas","4.765230000000001","60.76","121.51","INA"
"001545361-1193","HK0306-TV-A-L178","Agujas","4.05927","51.76","103.51","FAG"
"001545361-0968","HK0306-TV-A-L271","Agujas","5.259735","67.06","134.12","INA"
"001198025-0000","HK0408-B","Agujas","4.765230000000001","60.76","121.51","INA"
"006006566-0000","HK0509","Agujas","4.630365","59.04","118.07","INA"
"001197550-0000","HK0509-B","Agujas","4.630365","59.04","118.07","INA"
"001197576-0000","HK0608-B","Agujas","4.630365","59.04","118.07","INA"
"009518380-0000","HK0608-C","Agujas","4.630365","59.04","118.07","INA"
"009518380-0702","HK0608-C-L271/STD","Agujas","4.630365","59.04","118.07","INA"
"006006604-0000","HK0609","Agujas","4.690305","59.8","119.6","INA"
"001197592-0000","HK0609-AS1-B","Agujas","6.818175000000002","86.93","173.86","INA"
"001197584-0000","HK0609-B","Agujas","4.630365","59.04","118.07","INA"
"006006604-0702","HK0609-L271/STD","Agujas","4.630365","59.04","118.07","INA"
"001197606-0000","HK0709-B","Agujas","4.630365","59.04","118.07","INA"
"006006647-0000","HK0709-HLA","Agujas","4.630365","59.04","118.07","INA"
"006006655-0000","HK0808","Agujas","4.690305","59.8","119.6","INA"
"001197630-0000","HK0808-B","Agujas","4.765230000000001","60.76","121.51","INA"
"006006701-0702","HK0810-A-L271/STD","Agujas","4.765230000000001","60.76","121.51","INA"
"001197673-0000","HK0810-AS1-B","Agujas","7.012980000000001","89.42","178.83","INA"
"006006701-0000","HK0810-A-UG","Agujas","4.690305","59.8","119.6","INA"
"001197657-0000","HK0810-B","Agujas","4.765230000000001","60.76","121.51","INA"
"007584806-0968","HK0810-RS-FPM-B-L271","Agujas","6.488505000000001","82.73","165.46","INA"
"006006752-0702","HK0810-RS-HLA-L271/STD","Agujas","6.488505000000001","82.73","165.46","INA"
"007448856-0968","HK0812-2RS-FPM-DK-B-L271","Agujas","7.3276650000000005","93.43","186.86","INA"
"006006795-0702","HK0812-2RS-HLA-L271/STD","Agujas","7.3276650000000005","93.43","186.86","INA"
"009216537-0702","HK0812-RS-HLA-L271/STD","Agujas","7.852140000000001","100.11","200.23","INA"
"000189553-0000","HK0908-B","Agujas","4.765230000000001","60.76","121.51","INA"
"001197878-0000","HK0910-B","Agujas","4.7952","61.14","122.28","INA"
"006006876-0000","HK0910-HLA","Agujas","4.690305","59.8","119.6","INA"
"001197843-0000","HK0912-B","Agujas","4.7952","61.14","122.28","INA"
"001197703-0000","HK1010-AS1-B","Agujas","7.042950000000001","89.8","179.6","INA"
"001197681-0000","HK1010-B","Agujas","4.7952","61.14","122.28","INA"
"006006892-0000","HK1010-HLA","Agujas","4.690305","59.8","119.6","INA"
"007448775-1193","HK1012-2RS-FPM-DK-B-L178","Agujas","9.470520000000002","120.75","241.5","INA"
"001197754-0000","HK1012-AS1-B","Agujas","6.428565000000002","81.96","163.93","INA"
"001197738-0000","HK1012-B","Agujas","5.1248700000000005","65.34","130.68","INA"
"006006922-0000","HK1012-HLA","Agujas","4.690305","59.8","119.6","INA"
"012655430-0968","HK1012-RS-FPM-B-L271","Agujas","6.653340000000001","84.83","169.66","INA"
"000053295-0968","HK1014-2RS-FPM-B-L271","Agujas","7.417575000000001","94.57","189.15","INA"
"000060461-0000","HK1015-AS1-B","Agujas","16.678305","212.65","425.3","INA"
"000183482-0000","HK1015-B","Agujas","5.3946000000000005","68.78","137.56","INA"
"001197720-0000","HK1210-AS1-B","Agujas","6.428565000000002","81.96","163.93","INA"
"000538418-0000","HK1210-B","Agujas","5.1248700000000005","65.34","130.68","INA"
"006007023-0000","HK1210-HLA","Agujas","5.1248700000000005","65.34","130.68","INA"
"000060429-0000","HK1212-AS1-B","Agujas","6.398595","81.58","163.16","INA"
"000059196-0000","HK1212-B","Agujas","5.3946000000000005","68.78","137.56","INA"
"006007040-0000","HK1212-HLA","Agujas","5.1248700000000005","65.34","130.68","INA"
"006007040-0716","HK1212-HLA-L025/50","Agujas","5.1248700000000005","65.34","130.68","INA"
"000048712-0968","HK1214-2RS-FPM-L271","Agujas","10.189800000000002","129.92","259.84","INA"
"000700134-0968","HK1214-RS-L271","Agujas","7.3276650000000005","93.43","186.86","INA"
"001403737-0968","HK1216-2RS-AS1-L271","Agujas","14.205780000000004","181.12","362.25","INA"
"000700142-0968","HK1216-2RS-L271","Agujas","8.196795","104.51","209.02","INA"
"006007074-0000","HK1216-HLA","Agujas","5.799195000000002","73.94","147.88","INA"
"000060615-0000","HK1312-AS1-B","Agujas","8.586405000000001","109.48","218.95","INA"
"000059277-0000","HK1312-B","Agujas","5.484510000000002","69.93","139.86","INA"
"000060496-0000","HK1412-AS1-B","Agujas","7.012980000000001","89.42","178.83","INA"
"000059218-0000","HK1412-B","Agujas","5.679315","72.41","144.82","INA"
"000700169-0968","HK1414-RS-L271","Agujas","7.882110000000001","100.5","200.99","INA"
"001386158-0968","HK1416-2RS-AS1-L271","Agujas","12.452535000000005","158.77","317.54","INA"
"000700177-0968","HK1416-2RS-L271","Agujas","8.646345000000002","110.24","220.48","INA"
"003737209-0000","HK1512-AS1-B","Agujas","7.042950000000001","89.8","179.6","INA"
"003655962-0000","HK1512-B","Agujas","5.709285000000001","72.79","145.59","INA"
"000700193-0968","HK1514-RS-L271","Agujas","7.912080000000002","100.88","201.76","INA"
"000700207-0968","HK1516-2RS-L271","Agujas","8.84115","112.72","225.45","INA"
"000060364-0000","HK1516-AS1-B","Agujas","7.417575000000001","94.57","189.15","INA"
"000059242-0000","HK1516-B","Agujas","6.008985","76.61","153.23","INA"
"010277560-0968","HK1518-RS-HLI-L271","Agujas","10.354635000000004","132.02","264.04","INA"
"001714759-0968","HK1520-2RS-L271","Agujas","10.549440000000002","134.51","269.01","INA"
"000181021-0000","HK1522-ZW","Agujas","7.522470000000001","95.91","191.82","INA"
"000060593-0000","HK1612-AS1-B","Agujas","7.207785000000001","91.9","183.8","INA"
"000059250-0000","HK1612-B","Agujas","5.799195000000002","73.94","147.88","INA"
"000700029-0968","HK1614-RS-L271","Agujas","7.957035000000001","101.45","202.9","INA"
"000700037-0968","HK1616-2RS-L271","Agujas","9.02097","115.02","230.03","INA"
"000060399-0000","HK1616-AS1-B","Agujas","7.5973950000000015","96.87","193.73","INA"
"000059269-0000","HK1616-B","Agujas","6.233760000000001","79.48","158.96","INA"
"000762083-0968","HK1620-2RS-L271","Agujas","9.500490000000001","121.13","242.26","INA"
"000181013-0000","HK1622-ZW","Agujas","8.226765000000002","104.89","209.78","INA"
"000060500-0000","HK1712-AS1-B","Agujas","12.857130000000002","163.93","327.86","INA"
