sap,desc,usd,precio_mxn,familia,marca
"056535384-0000","AKL.DL17-HLG","33.38658","851.36","(otros)","INA"
"005912563-0000","AKL.DL65-SSL","364.5550800000001","9296.15","(otros)","INA"
"005912814-0000","AKL.EW1","25.324650000000002","645.78","(otros)","INA"
"056534744-0000","AKL.EW-1/2-HLG","30.74922","784.11","(otros)","INA"
"056535503-0000","AKL.EW-1/2-M-HLG","37.537425000000006","957.20","(otros)","INA"
"005912709-0000","AKL.EW-1/4","13.066920000000003","333.21","(otros)","INA"
"056534795-0000","AKL.EW-1/4-HLG","13.066920000000003","333.21","(otros)","INA"
"005912822-0000","AKL.EW1-1/2","43.965990000000005","1121.13","(otros)","INA"
"005912830-0000","AKL.EW1-1/4","37.02793500000001","944.21","(otros)","INA"
"005912849-0000","AKL.EW1-1/8","31.198770000000007","795.57","(otros)","INA"
"005912857-0000","AKL.EW1-3/4","120.86901","3082.16","(otros)","INA"
"005912865-0000","AKL.EW1-3/8","126.75811500000002","3232.33","(otros)","INA"
"005912873-0000","AKL.EW1-5/8","134.89497","3439.82","(otros)","INA"
"061729396-0000","AKL.EW1-5/8-HLG","134.89497","3439.82","(otros)","INA"
"005912881-0000","AKL.EW1-7/8","99.575325","2539.17","(otros)","INA"
"005912911-0000","AKL.EW2","106.54335000000002","2716.86","(otros)","INA"
"005912920-0000","AKL.EW2-1/4","94.25565","2403.52","(otros)","INA"
"056534493-0000","AKL.EW-3/4-HLG","18.311670000000003","466.95","(otros)","INA"
"056534973-0000","AKL.EW-3/8-HLG","10.114875000000001","257.93","(otros)","INA"
"056535236-0000","AKL.EW-5/16-HLG","13.321665000000005","339.70","(otros)","INA"
"056534949-0000","AKL.EW-5/8-HLG","16.03395","408.87","(otros)","INA"
"005912792-0000","AKL.EW-7/8","21.698280000000004","553.31","(otros)","INA"
"005914531-0000","AKL.FT010","9.845145000000002","251.05","(otros)","INA"
"056533756-0000","AKL.FT010-HLG","9.845145000000002","251.05","(otros)","INA"
"057917159-0000","AKL.FT013-TN-HLG","11.718270000000002","298.82","(otros)","INA"
"005914582-0000","AKL.FT014","89.91000000000001","2292.71","(otros)","INA"
"056535031-0000","AKL.FT015-HLG","11.943045000000001","304.55","(otros)","INA"
"056535325-0000","AKL.FT016-HLG","11.703285000000001","298.43","(otros)","INA"
"056532393-0000","AKL.FT05-TV-HLG","5.949045000000002","151.70","(otros)","INA"
"056534965-0000","AKL.FT08-HLG","10.504485","267.86","(otros)","INA"
"057917809-0000","AKL.FT09-HLG","28.876095000000003","736.34","(otros)","INA"
"005914728-0000","AKL.FT10-TN","79.79512500000001","2034.78","(otros)","INA"
"005914736-0000","AKL.FT11","117.33255000000003","2991.98","(otros)","INA"
"005914744-0000","AKL.FT12","124.66021500000001","3178.84","(otros)","INA"
"005914752-0000","AKL.FT13","123.37150500000001","3145.97","(otros)","INA"
"005914760-0000","AKL.FT15-TN","74.55037500000002","1901.03","(otros)","INA"
"005914787-0000","AKL.FT17","110.36452500000001","2814.30","(otros)","INA"
"005914809-0000","AKL.FT19","166.06377","4234.63","(otros)","INA"
"005914833-0000","AKL.FT21","94.1058","2399.70","(otros)","INA"
"084558202-0000","AKL.FT21-HLG","94.1058","2399.70","(otros)","INA"
"005914841-0000","AKL.FT25","121.00387500000001","3085.60","(otros)","INA"
"005914850-0000","AKL.FT3","94.98991500000002","2422.24","(otros)","INA"
"005914949-0000","AKL.FT41","455.46907500000003","11614.46","(otros)","INA"
"005914957-0000","AKL.FT5","85.92399000000002","2191.06","(otros)","INA"
"005914965-0000","AKL.FT7-TN","56.11882500000001","1431.03","(otros)","INA"
"005914981-0000","AKL.FT9-TN","33.881085000000006","863.97","(otros)","INA"
"005915007-0000","AKL.GT10","17.967015000000004","458.16","(otros)","INA"
"005915015-0000","AKL.GT11","23.796180000000007","606.80","(otros)","INA"
"005915023-0000","AKL.GT12","25.189785","642.34","(otros)","INA"
"093564511-0000","AKL.GT12-CO14","25.189785","642.34","(otros)","INA"
"005915031-0000","AKL.GT13","27.062910000000002","690.10","(otros)","INA"
"095190783-0000","AKL.GT13-CO14","27.062910000000002","690.10","(otros)","INA"
"005915040-0000","AKL.GT14-TN","29.730240000000002","758.12","(otros)","INA"
"005915058-0000","AKL.GT15-TN","34.210755000000006","872.37","(otros)","INA"
"005915066-0000","AKL.GT16","50.184765000000006","1279.71","(otros)","INA"
"005915074-0000","AKL.GT17","24.380595","621.71","(otros)","INA"
"005915082-0000","AKL.GT18","25.354620000000004","646.54","(otros)","INA"
"005915090-0000","AKL.GT19","56.748195","1447.08","(otros)","INA"
"056535376-0000","AKL.GT1-HLG","19.12086","487.58","(otros)","INA"
"005991609-0000","AKL.GT20","315.05962500000004","8034.02","(otros)","INA"
"005915112-0000","AKL.GT21","28.74123000000001","732.90","(otros)","INA"
"061729523-0000","AKL.GT21-HLG","28.74123000000001","732.90","(otros)","INA"
"005915120-0000","AKL.GT23","145.09975500000002","3700.04","(otros)","INA"
"005915139-0000","AKL.GT24","59.16078","1508.60","(otros)","INA"
"005915147-0000","AKL.GT25","37.687275","961.03","(otros)","INA"
"061729558-0000","AKL.GT25-HLG","37.687275","961.03","(otros)","INA"
"005915155-0000","AKL.GT26","459.91962000000007","11727.95","(otros)","INA"
"005915163-0000","AKL.GT27","97.70220000000002","2491.41","(otros)","INA"
"005915171-0000","AKL.GT28","44.955000000000005","1146.35","(otros)","INA"
"005915180-0000","AKL.GT29","46.918035","1196.41","(otros)","INA"
"005915104-0000","AKL.GT2-J","16.813170000000003","428.74","(otros)","INA"
"056535295-0000","AKL.GT2-J-HLG","16.198785000000004","413.07","(otros)","INA"
"005915228-0000","AKL.GT32","91.24366500000001","2326.71","(otros)","INA"
"005915236-0000","AKL.GT33","77.05287000000001","1964.85","(otros)","INA"
"058698515-0000","AKL.GT33-HLG","77.05287000000001","1964.85","(otros)","INA"
"005991625-0000","AKL.GT34","131.79307500000002","3360.72","(otros)","INA"
"005915244-0000","AKL.GT35","597.8115900000001","15244.20","(otros)","INA"
"005915252-0000","AKL.GT36","262.68705000000006","6698.52","(otros)","INA"
"058743464-0000","AKL.GT37-HLG","60.899040000000014","1552.93","(otros)","INA"
"005915198-0000","AKL.GT3-TN","14.925060000000004","380.59","(otros)","INA"
"005915309-0000","AKL.GT40","119.53534500000002","3048.15","(otros)","INA"
"005915317-0000","AKL.GT41","84.51540000000001","2155.14","(otros)","INA"
"005915325-0000","AKL.GT43","91.87303500000002","2342.76","(otros)","INA"
"005915333-0000","AKL.GT44","98.87103000000002","2521.21","(otros)","INA"
"058696377-0000","AKL.GT44-HLG","96.99790500000002","2473.45","(otros)","INA"
"057917663-0000","AKL.GT4-TV-HLG","33.19177500000001","846.39","(otros)","INA"
"005915341-0000","AKL.GT5","18.806175000000003","479.56","(otros)","INA"
"005915350-0000","AKL.GT6","32.487480000000005","828.43","(otros)","INA"
"005915368-0000","AKL.GT7","25.789185000000003","657.62","(otros)","INA"
"005915384-0000","AKL.GT9","20.544435000000004","523.88","(otros)","INA"
"005915414-0000","AKL.HW-3/4","302.68201500000004","7718.39","(otros)","INA"
"005915597-0000","AKL.MW1-1/2","186.60820500000003","4758.51","(otros)","INA"
"005918600-0000","AKL.W1","34.270695","873.90","(otros)","INA"
"005918502-0000","AKL.W-1/2","25.354620000000004","646.54","(otros)","INA"
"057917000-0000","AKL.W-1/4-HLG","31.858110000000007","812.38","(otros)","INA"
"005918618-0000","AKL.W1-1/2","53.15179500000001","1355.37","(otros)","INA"
"005992192-0000","AKL.W1-1/2-SS","232.13263500000005","5919.38","(otros)","INA"
"005918626-0000","AKL.W1-1/2-SSL","241.3334250000001","6154.00","(otros)","INA"
"005918634-0000","AKL.W1-1/4","42.317640000000004","1079.10","(otros)","INA"
"005918650-0000","AKL.W1-1/4-SS","222.93184500000007","5684.76","(otros)","INA"
"005918677-0000","AKL.W1-1/8","37.657305","960.26","(otros)","INA"
"005918685-0000","AKL.W1-3/4","60.23970000000001","1536.11","(otros)","INA"
"061729663-0000","AKL.W1-3/4-HLG","60.23970000000001","1536.11","(otros)","INA"
"005918715-0000","AKL.W1-3/8","46.66329000000001","1189.91","(otros)","INA"
"005918731-0000","AKL.W1-5/8","59.01093000000001","1504.78","(otros)","INA"
"005918740-0000","AKL.W1-7/8","65.43949500000002","1668.71","(otros)","INA"
"061729671-0000","AKL.W1-7/8-HLG","65.43949500000002","1668.71","(otros)","INA"
"005918766-0000","AKL.W2","68.81112","1754.68","(otros)","INA"
"005918774-0000","AKL.W2-1/2","85.99891500000001","2192.97","(otros)","INA"
"005918782-0000","AKL.W2-1/4","95.69421000000001","2440.20","(otros)","INA"
"005918790-0000","AKL.W2-1/8","172.49233500000003","4398.55","(otros)","INA"
"005918812-0000","AKL.W2-3/4","143.631225","3662.60","(otros)","INA"
"005918820-0000","AKL.W2-3/8","80.76915000000001","2059.61","(otros)","INA"
"005918839-0000","AKL.W2-7/8","221.50827000000004","5648.46","(otros)","INA"
"005918847-0000","AKL.W3","150.14970000000002","3828.82","(otros)","INA"
"005918529-0000","AKL.W-3/4","29.385585000000006","749.33","(otros)","INA"
"056535228-0000","AKL.W-3/8-HLG","24.920055","635.46","(otros)","INA"
"005918855-0000","AKL.W3-1/2","225.01476000000002","5737.88","(otros)","INA"
"058758917-0000","AKL.W4-1/2-HLG","387.5420700000001","9882.32","(otros)","INA"
"058745378-0000","AKL.W4-HLG","368.43619500000005","9395.12","(otros)","INA"
"005992290-0000","AKL.W5","954.589455","24342.03","(otros)","INA"
"057917787-0000","AKL.W-5/16-HLG","19.525455","497.90","(otros)","INA"
"005918561-0000","AKL.W-5/8","27.347625","697.36","(otros)","INA"
"056534787-0000","AKL.W-5/8-HLG","26.388585000000003","672.91","(otros)","INA"
"057917124-0000","AKL.W-7/16-HLG","19.960020000000004","508.98","(otros)","INA"
"005918588-0000","AKL.W-7/8","33.26670000000001","848.30","(otros)","INA"
"005919355-0000","AKL.XW2","85.50441000000002","2180.36","(otros)","INA"
"005919380-0000","AKL.XW2-3/4","204.889905","5224.69","(otros)","INA"
"005919401-0000","AKL.XW3","121.10877","3088.27","(otros)","INA"
"058745394-0000","AKL.XW3-1/2-HLG","142.95690000000005","3645.40","(otros)","INA"
"005919428-0000","AKL.XW3-1/4","131.89797000000002","3363.40","(otros)","INA"
"005919444-0000","AKL.XW3-3/4","191.37343500000003","4880.02","(otros)","INA"
"058726420-0000","AKL.XW3-7/8-HLG","199.45035000000004","5085.98","(otros)","INA"
"005919487-0000","AKL.XW4","221.79298500000002","5655.72","(otros)","INA"
"005919495-0000","AKL.XW4-1/2","274.12060500000007","6990.08","(otros)","INA"
"005919509-0000","AKL.XW4-1/4","254.44530000000003","6488.36","(otros)","INA"
"058804145-0000","AKL.XW4-1/4-HLG","254.44530000000003","6488.36","(otros)","INA"
"005919517-0000","AKL.XW4-3/4","290.60410500000006","7410.40","(otros)","INA"
"005919525-0000","AKL.XW5","326.02864500000004","8313.73","(otros)","INA"
"005992389-0000","AKL.XW5-1/2","427.97160000000014","10913.28","(otros)","INA"
"058745360-0000","AKL.XW5-1/4-HLG","388.80081000000007","9914.42","(otros)","INA"
"005919541-0000","AKL.XW5-3/4","437.35221000000007","11152.48","(otros)","INA"
"005919550-0000","AKL.XW6","459.42511500000006","11715.34","(otros)","INA"
"005919568-0000","AKL.XW6-1/2","659.4299100000001","16815.46","(otros)","INA"
"005919606-0000","AKL.XW8","1056.0678750000002","26929.73","(otros)","INA"
"005903971-0000","AKL12YT127J-Z","18.146835","462.74","AKL","INA"
"017670420-0000","AKL2917J","138.56629500000003","3533.44","AKL","INA"
"005907845-0000","AKL3915","746.8973550000002","19045.88","AKL","INA"
"000481190-0000","AKL3-HLC","28.426545","724.88","AKL","INA"
"000481130-0000","AKL5-HLC","29.925045000000004","763.09","AKL","INA"
"000481122-0000","AKL6-HLC","30.74922","784.11","AKL","INA"
"000481092-0000","AKL8-HLC","41.28367500000001","1052.73","AKL","INA"
"005900760-0000","AKU.04J02","4.52547","115.40","(otros)","INA"
"005900794-0000","AKU.04J09","5.499495000000001","140.24","(otros)","INA"
"005901480-0000","AKU.06J01","3.8661300000000005","98.59","(otros)","INA"
"005902312-0000","AKU.08JS10-SS","14.385600000000002","366.83","(otros)","INA"
"005902622-0000","AKU.09J01","14.385600000000002","366.83","(otros)","INA"
"005902630-0000","AKU.09J02","6.188805000000001","157.81","(otros)","INA"
"005903017-0000","AKU.10J01","10.864125000000003","277.04","(otros)","INA"
"005903025-0000","AKU.10J03","10.489500000000001","267.48","(otros)","INA"
"005903815-0000","AKU.12J02","11.238750000000001","286.59","(otros)","INA"
"005904005-0000","AKU.13J04","7.687305","196.03","(otros)","INA"
"005904455-0000","AKU.15J03","11.448540000000003","291.94","(otros)","INA"
"005905567-0000","AKU.20J04","18.626355000000004","474.97","(otros)","INA"
"005905931-0000","AKU.23J04","43.411545000000004","1106.99","(otros)","INA"
"005906067-0000","AKU.24J02","16.723260000000003","426.44","(otros)","INA"
"010842349-0000","AM110","2208.863925","56326.03","AM","INA"
"007706146-0000","AM15","70.35457500000003","1794.04","AM","INA"
"007706154-0000","AM17","109.37551500000001","2789.08","AM","INA"
"007706243-0000","AM20","112.55233500000003","2870.08","AM","INA"
"007706251-0000","AM25","115.68420000000002","2949.95","AM","INA"
"007706260-0000","AM30","128.54133000000002","3277.80","AM","INA"
"007706278-0000","AM35","139.39047","3554.46","AM","INA"
"009295569-0000","AM35/58","139.39047","3554.46","AM","INA"
"007706286-0000","AM40","150.14970000000005","3828.82","AM","INA"
"007706294-0000","AM45","161.20863000000003","4110.82","AM","INA"
"007706308-0000","AM50","172.23759000000004","4392.06","AM","INA"
"010842268-0000","AM55","185.22958500000001","4723.35","AM","INA"
"007731531-0000","AM60","197.35245000000003","5032.49","AM","INA"
"010842292-0000","AM65","216.84793500000004","5529.62","AM","INA"
"009141731-0000","AM70","232.77699000000004","5935.81","AM","INA"
"010842306-0000","AM75","243.02673000000004","6197.18","AM","INA"
"004338960-0000","AM80","262.37236500000006","6690.50","AM","INA"
"009293329-0000","AM90","295.818885","7543.38","AM","INA"
"009281959-0000","AMS20","823.8753","21008.82","AMS","INA"
"039596699-0000","AN15","8.258955","210.60","AN","FAG"
"039583775-0000","AN16","9.39504","239.57","AN","FAG"
"039596702-0000","AN17","11.84592","302.07","AN","FAG"
"039596710-0000","AN18","14.935049999999999","380.84","AN","FAG"
"039596729-0000","AN19","18.81561","479.80","AN","FAG"
"039596737-0000","AN20","19.849575","506.16","AN","FAG"
"039596745-0000","AN21","13.837260000000002","352.85","AN","FAG"
"039596753-0000","AN22","23.040825","587.54","AN","FAG"
"039596761-0000","AN24","27.125625000000003","691.70","AN","FAG"
"039596770-0000","AN26","38.218410000000006","974.57","AN","FAG"
"039596788-0000","AN28","39.23961","1000.61","AN","FAG"
"039596796-0000","AN30","44.703030000000005","1139.93","AN","FAG"
"039583783-0000","AN32","52.208850000000005","1331.33","AN","FAG"
"039596800-0000","AN34","59.12748","1507.75","AN","FAG"
"005906393-0000","AR.26RT20","390.40420499999993","9955.31","(otros)","INA"
"010890319-0000","AR.46RT02","1094.0698350000002","27898.78","(otros)","INA"
"005915872-0000","AR.RCT17","314.3853000000001","8016.83","(otros)","INA"
"005916054-0000","AR.RT601","150.58426500000002","3839.90","(otros)","INA"
"005916089-0000","AR.RT604","278.93079","7112.74","(otros)","INA"
"005916097-0000","AR.RT605","200.66413500000004","5116.94","(otros)","INA"
"005916100-0000","AR.RT606","185.30451000000005","4725.27","(otros)","INA"
"005916119-0000","AR.RT607","217.44733500000007","5544.91","(otros)","INA"
"005916135-0000","AR.RT609","236.52324000000004","6031.34","(otros)","INA"
"005916143-0000","AR.RT610","286.96275","7317.55","(otros)","INA"
"005916151-0000","AR.RT611","298.92078000000004","7622.48","(otros)","INA"
"005916160-0000","AR.RT612","305.049645","7778.77","(otros)","INA"
"005916178-0000","AR.RT613","308.1964950000001","7859.01","(otros)","INA"
"005916216-0000","AR.RT617","322.71696000000003","8229.28","(otros)","INA"
"005916224-0000","AR.RT618","334.809855","8537.65","(otros)","INA"
"005916232-0000","AR.RT619","329.9996700000001","8414.99","(otros)","INA"
"005916240-0000","AR.RT620","384.33528","9800.55","(otros)","INA"
"005916259-0000","AR.RT621","372.16746000000006","9490.27","(otros)","INA"
"005916267-0000","AR.RT622","399.44016000000005","10185.72","(otros)","INA"
"005916275-0000","AR.RT623","429.14043000000004","10943.08","(otros)","INA"
"005916283-0000","AR.RT624","442.7917650000001","11291.19","(otros)","INA"
"005916291-0000","AR.RT625","484.7497650000001","12361.12","(otros)","INA"
"005916305-0000","AR.RT626","411.6079800000001","10496.00","(otros)","INA"
"005916313-0000","AR.RT727","724.2250500000001","18467.74","(otros)","INA"
"005916330-0000","AR.RT730","609.6647250000001","15546.45","(otros)","INA"
"005916372-0000","AR.RT734","885.82329","22588.49","(otros)","INA"
"005916380-0000","AR.RT735","948.3706800000001","24183.45","(otros)","INA"
"005916895-0000","AR.RTL10","185.88892500000006","4740.17","(otros)","INA"
"005916909-0000","AR.RTL11","212.06772000000007","5407.73","(otros)","INA"
"005916933-0000","AR.RTL13","206.07372000000004","5254.88","(otros)","INA"
"005916941-0000","AR.RTL14","558.925515","14252.60","(otros)","INA"
"005916984-0000","AR.RTL17","239.46030000000005","6106.24","(otros)","INA"
"005916992-0000","AR.RTL18","276.08364000000006","7040.13","(otros)","INA"
"005917026-0000","AR.RTL21","232.05771000000007","5917.47","(otros)","INA"
"005917077-0000","AR.RTL25","250.65409500000004","6391.68","(otros)","INA"
"005917140-0000","AR.RTL33","356.97267000000005","9102.80","(otros)","INA"
"005917174-0000","AR.RTL41","395.4241800000001","10083.32","(otros)","INA"
"005917204-0000","AR.RTL7","188.885925","4816.59","(otros)","INA"
"005917239-0000","AR.RTL9","176.17864500000002","4492.56","(otros)","INA"
"005917620-0000","AR.RTW601","416.43315","10619.05","(otros)","INA"
"005917638-0000","AR.RTW602","393.31129500000014","10029.44","(otros)","INA"
"005917654-0000","AR.RTW604","437.23232999999993","11149.42","(otros)","INA"
"005917662-0000","AR.RTW605","683.390925","17426.47","(otros)","INA"
"005917689-0000","AR.RTW609","483.55096500000013","12330.55","(otros)","INA"
"005917697-0000","AR.RTW610","661.812525","16876.22","(otros)","INA"
"005917700-0000","AR.RTW611","520.45902","13271.71","(otros)","INA"
"005917786-0000","AR.RTW619","620.3490300000002","15818.90","(otros)","INA"
"005917816-0000","AR.RTW622","641.702655","16363.42","(otros)","INA"
