sap,desc,usd,precio_mxn,familia,marca
"038546159-0000","B7201-E-T-P4S-DUL","162.20430000000002","4136.21","(otros)","FAG"
"019155824-0000","B7201-E-T-P4S-UL","103.71285","2644.68","(otros)","FAG"
"038506530-0000","B7201-E-T-P4S-UM","81.1188","2068.53","(otros)","FAG"
"038613450-0000","B7202-C-2RSD-T-P4S-UL","105.96059999999999","2702.00","(otros)","FAG"
"038047810-0000","B7202-C-T-P4S-DUL","166.4001","4243.20","(otros)","FAG"
"019155832-0000","B7202-C-T-P4S-UL","105.17805","2682.04","(otros)","FAG"
"038613476-0000","B7202-E-2RSD-T-P4S-UL","105.96059999999999","2702.00","(otros)","FAG"
"038546167-0000","B7202-E-T-P4S-DUL","166.4001","4243.20","(otros)","FAG"
"019155859-0000","B7202-E-T-P4S-UL","105.17805","2682.04","(otros)","FAG"
"038505185-0000","B7202-E-T-P4S-UM","83.20005","2121.60","(otros)","FAG"
"038613484-0000","B7203-C-2RSD-T-P4S-UL","113.23665000000003","2887.53","(otros)","FAG"
"019155875-0000","B7203-C-T-P4S-DUL","177.77205","4533.19","(otros)","FAG"
"019155883-0000","B7203-C-T-P4S-UL","120.01320000000001","3060.34","(otros)","FAG"
"038537591-0000","B7203-C-T-P4S-UM","88.89435000000002","2266.81","(otros)","FAG"
"089147383-0000","B7203-E-2RSD-T-P4S-DUL","245.72070000000002","6265.88","(otros)","FAG"
"038613492-0000","B7203-E-2RSD-T-P4S-UL","113.23665000000003","2887.53","(otros)","FAG"
"038546493-0000","B7203-E-T-P4S-DUL","177.77205","4533.19","(otros)","FAG"
"019155905-0000","B7203-E-T-P4S-UL","120.01320000000001","3060.34","(otros)","FAG"
"038546469-0000","B7203-E-T-P4S-UM","88.89435000000002","2266.81","(otros)","FAG"
"038613506-0000","B7204-C-2RSD-T-P4S-UL","125.82405000000003","3208.51","(otros)","FAG"
"019155930-0000","B7204-C-T-P4S-DUL","201.29850000000005","5133.11","(otros)","FAG"
"019155956-0000","B7204-C-T-P4S-UL","120.4794","3072.22","(otros)","FAG"
"021938253-0000","B7204-C-T-P4S-UM","120.4794","3072.22","(otros)","FAG"
"072734817-0000","B7204-E-2RSD-T-P4S-DUL","251.64810000000006","6417.03","(otros)","FAG"
"019155964-0000","B7204-E-2RSD-T-P4S-UL","125.82405000000003","3208.51","(otros)","FAG"
"038435969-0000","B7204-E-T-P4S-DUL","201.29850000000005","5133.11","(otros)","FAG"
"019155980-0000","B7204-E-T-P4S-UL","120.4794","3072.22","(otros)","FAG"
"073006483-0000","B7204-E-T-P4S-UM","100.68255","2567.41","(otros)","FAG"
"021938229-0000","B7205-C-2RSD-T-P4S-UL","141.7914","3615.68","(otros)","FAG"
"019156006-0000","B7205-C-T-P4S-DUL","216.53325","5521.60","(otros)","FAG"
"038568810-0000","B7205-C-T-P4S-K5-UL","108.24165000000004","2760.16","(otros)","FAG"
"016727649-0000","B7205-C-T-P4S-UL","123.39315","3146.53","(otros)","FAG"
"019156022-0000","B7205-C-T-P4S-UM","123.39315","3146.53","(otros)","FAG"
"019156030-0000","B7205-E-2RSD-T-P4S-UL","141.7914","3615.68","(otros)","FAG"
"038436027-0000","B7205-E-T-P4S-DUL","216.53325","5521.60","(otros)","FAG"
"038546523-0000","B7205-E-T-P4S-DUM","216.53325","5521.60","(otros)","FAG"
"019156049-0000","B7205-E-T-P4S-UL","123.39315","3146.53","(otros)","FAG"
"019156057-0000","B7205-E-T-P4S-UM","123.39315","3146.53","(otros)","FAG"
"038605090-0000","B7206-C-2RSD-T-P4S-DUL","300.7156500000001","7668.25","(otros)","FAG"
"019156065-0000","B7206-C-2RSD-T-P4S-UL","155.82735000000002","3973.60","(otros)","FAG"
"019156103-0000","B7206-C-T-P4S-DUL","240.59249999999997","6135.11","(otros)","FAG"
"038539853-0000","B7206-C-T-P4S-DUM","240.59249999999997","6135.11","(otros)","FAG"
"016727657-0000","B7206-C-T-P4S-UL","135.99720000000005","3467.93","(otros)","FAG"
"019156111-0000","B7206-C-T-P4S-UM","120.29625000000001","3067.55","(otros)","FAG"
"077189566-0000","B7206-E-2RSD-T-P4S-DUL","300.7156500000001","7668.25","(otros)","FAG"
"019156120-0000","B7206-E-2RSD-T-P4S-UL","155.82735000000002","3973.60","(otros)","FAG"
"038769085-0000","B7206-E-2RSD-T-P4S-UM","155.82735000000002","3973.60","(otros)","FAG"
"019156138-0000","B7206-E-T-P4S-DUL","240.59249999999997","6135.11","(otros)","FAG"
"038641232-0000","B7206-E-T-P4S-TUL","360.87210000000005","9202.24","(otros)","FAG"
"019156154-0000","B7206-E-T-P4S-UL","135.99720000000005","3467.93","(otros)","FAG"
"019156162-0000","B7206-E-T-P4S-UM","120.29625000000001","3067.55","(otros)","FAG"
"076663175-0000","B7207-C-2RSD-T-P4S-DUL","347.71860000000004","8866.82","(otros)","FAG"
"019156170-0000","B7207-C-2RSD-T-P4S-UL","173.85930000000002","4433.41","(otros)","FAG"
"039776247-0000","B7207-C-2RSD-T-P4S-UM","173.85930000000002","4433.41","(otros)","FAG"
"019156200-0000","B7207-C-T-P4S-DUL","278.15490000000005","7092.95","(otros)","FAG"
"038527430-0000","B7207-C-T-P4S-DUM","278.15490000000005","7092.95","(otros)","FAG"
"019156235-0000","B7207-C-T-P4S-UL","151.49835000000002","3863.21","(otros)","FAG"
"019156243-0000","B7207-C-T-P4S-UM","139.09410000000003","3546.90","(otros)","FAG"
"038774240-0000","B7207-E-2RSD-T-P4S-UL","212.05440000000004","5407.39","(otros)","FAG"
"019156260-0000","B7207-E-T-P4S-DUL","278.15490000000005","7092.95","(otros)","FAG"
"038687011-0000","B7207-E-T-P4S-DUM","278.15490000000005","7092.95","(otros)","FAG"
"039765180-0000","B7207-E-T-P4S-UH","139.09410000000003","3546.90","(otros)","FAG"
"019156286-0000","B7207-E-T-P4S-UL","151.49835000000002","3863.21","(otros)","FAG"
"038436078-0000","B7207-E-T-P4S-UM","139.09410000000003","3546.90","(otros)","FAG"
"019156294-0000","B7208-C-2RSD-T-P4S-UL","374.27535000000006","9544.02","(otros)","FAG"
"019156324-0000","B7208-C-T-P4S-DUL","300.54915","7664.00","(otros)","FAG"
"019156332-0000","B7208-C-T-P4S-K5-UL","150.26625","3831.79","(otros)","FAG"
"019156340-0000","B7208-C-T-P4S-UL","193.17329999999998","4925.92","(otros)","FAG"
"038061694-0000","B7208-C-T-P4S-UM","150.26625","3831.79","(otros)","FAG"
"019156367-0000","B7208-E-2RSD-T-P4S-UL","187.89525000000003","4791.33","(otros)","FAG"
"038801264-0000","B7208-E-2RSD-T-P4S-UM","187.89525000000003","4791.33","(otros)","FAG"
"038436086-0000","B7208-E-T-P4S-DUL","300.54915","7664.00","(otros)","FAG"
"038523981-0000","B7208-E-T-P4S-DUM","300.54915","7664.00","(otros)","FAG"
"038083612-0000","B7208-E-T-P4S-K5-UL","150.26625","3831.79","(otros)","FAG"
"039769275-0000","B7208-E-T-P4S-TUM","450.8154","11495.79","(otros)","FAG"
"019156383-0000","B7208-E-T-P4S-UL","193.17329999999998","4925.92","(otros)","FAG"
"019156391-0000","B7208-E-T-P4S-UM","150.26625","3831.79","(otros)","FAG"
"019156405-0000","B7209-C-T-P4S-DUL","336.13020000000006","8571.32","(otros)","FAG"
"056648545-0000","B7209-C-T-P4S-K5-UL","168.06510000000003","4285.66","(otros)","FAG"
"016727665-0000","B7209-C-T-P4S-UL","212.87025","5428.19","(otros)","FAG"
"019156413-0000","B7209-C-T-P4S-UM","168.06510000000003","4285.66","(otros)","FAG"
"038774259-0000","B7209-E-2RSD-T-P4S-UL","210.05640000000002","5356.44","(otros)","FAG"
"038067528-0000","B7209-E-T-P4S-DUL","336.13020000000006","8571.32","(otros)","FAG"
"038436108-0000","B7209-E-T-P4S-K5-UL","168.06510000000003","4285.66","(otros)","FAG"
"038733366-0000","B7209-E-T-P4S-UH","168.06510000000003","4285.66","(otros)","FAG"
"019156472-0000","B7209-E-T-P4S-UL","212.87025","5428.19","(otros)","FAG"
"019156480-0000","B7209-E-T-P4S-UM","168.06510000000003","4285.66","(otros)","FAG"
"076666301-0000","B7210-C-2RSD-T-P4S-DUL","435.84705","11114.10","(otros)","FAG"
"019156510-0000","B7210-C-T-P4S-DUL","348.66765","8891.03","(otros)","FAG"
"039618269-0000","B7210-C-T-P4S-DUM","348.66765","8891.03","(otros)","FAG"
"019156529-0000","B7210-C-T-P4S-K5-UL","174.34215","4445.72","(otros)","FAG"
"019003625-0000","B7210-C-T-P4S-UL","228.18825000000007","5818.80","(otros)","FAG"
"019156561-0000","B7210-C-T-P4S-UM","174.34215","4445.72","(otros)","FAG"
"038774275-0000","B7210-E-2RSD-T-P4S-UL","217.91520000000003","5556.84","(otros)","FAG"
"038690497-0000","B7210-E-2RSD-T-P4S-UM","217.91520000000003","5556.84","(otros)","FAG"
"038436124-0000","B7210-E-T-P4S-DUL","348.66765","8891.03","(otros)","FAG"
"038075032-0000","B7210-E-T-P4S-DUM","348.66765","8891.03","(otros)","FAG"
"038083620-0000","B7210-E-T-P4S-K5-UL","174.34215","4445.72","(otros)","FAG"
"038086085-0000","B7210-E-T-P4S-K5-UM","174.34215","4445.72","(otros)","FAG"
"038078686-0000","B7210-E-T-P4S-QUL","697.28535","17780.78","(otros)","FAG"
"038664151-0000","B7210-E-T-P4S-TUL","522.9765000000001","13335.90","(otros)","FAG"
"038098121-0000","B7210-E-T-P4S-UH","174.34215","4445.72","(otros)","FAG"
"019156596-0000","B7210-E-T-P4S-UL","228.18825000000007","5818.80","(otros)","FAG"
"019156600-0000","B7210-E-T-P4S-UM","174.34215","4445.72","(otros)","FAG"
"039774562-0000","B7211-C-2RSD-T-P4S-UL","241.50825000000003","6158.46","(otros)","FAG"
"019156626-0000","B7211-C-T-P4S-DUL","386.42985000000004","9853.96","(otros)","FAG"
"038096099-0000","B7211-C-T-P4S-DUM","386.42985000000004","9853.96","(otros)","FAG"
"016727673-0000","B7211-C-T-P4S-UL","253.44630000000004","6462.88","(otros)","FAG"
"019156634-0000","B7211-C-T-P4S-UM","193.2066","4926.77","(otros)","FAG"
"019156642-0000","B7211-E-2RSD-T-P4S-UL","241.50825000000003","6158.46","(otros)","FAG"
"019156650-0000","B7211-E-T-P4S-DUL","386.42985000000004","9853.96","(otros)","FAG"
"038096196-0000","B7211-E-T-P4S-DUM","386.42985000000004","9853.96","(otros)","FAG"
"070778469-0000","B7211-E-T-P4S-K5-UL","193.2066","4926.77","(otros)","FAG"
"038726696-0000","B7211-E-T-P4S-UH","193.2066","4926.77","(otros)","FAG"
"019156677-0000","B7211-E-T-P4S-UL","253.44630000000004","6462.88","(otros)","FAG"
"038436140-0000","B7211-E-T-P4S-UM","193.2066","4926.77","(otros)","FAG"
"023558512-0000","B7212-C-2RSD-T-P4S-UL","284.96475","7266.60","(otros)","FAG"
"038436167-0000","B7212-C-T-P4S-DUL","455.92695","11626.14","(otros)","FAG"
"038793202-0000","B7212-C-T-P4S-DUM","424.92465","10835.58","(otros)","FAG"
"019156707-0000","B7212-C-T-P4S-K5-UL","227.97179999999997","5813.28","(otros)","FAG"
"038436175-0000","B7212-C-T-P4S-UH","227.97179999999997","5813.28","(otros)","FAG"
"019156723-0000","B7212-C-T-P4S-UL","287.5455","7332.41","(otros)","FAG"
"019156731-0000","B7212-C-T-P4S-UM","227.97179999999997","5813.28","(otros)","FAG"
"019156740-0000","B7212-E-2RSD-T-P4S-UL","284.96475","7266.60","(otros)","FAG"
"038690500-0000","B7212-E-2RSD-T-P4S-UM","284.96475","7266.60","(otros)","FAG"
"038047470-0000","B7212-E-T-P4S-DUL","455.92695","11626.14","(otros)","FAG"
"038083639-0000","B7212-E-T-P4S-K5-UL","227.97179999999997","5813.28","(otros)","FAG"
"019156782-0000","B7212-E-T-P4S-UL","287.5455","7332.41","(otros)","FAG"
"019156790-0000","B7212-E-T-P4S-UM","227.97179999999997","5813.28","(otros)","FAG"
"019156812-0000","B7213-C-T-P4S-DUL","539.2935","13751.98","(otros)","FAG"
"019156847-0000","B7213-C-T-P4S-UL","327.42225","8349.27","(otros)","FAG"
"019156855-0000","B7213-C-T-P4S-UM","269.64675","6875.99","(otros)","FAG"
"019156863-0000","B7213-E-T-P4S-DUL","539.2935","13751.98","(otros)","FAG"
"070783047-0000","B7213-E-T-P4S-K5-UL","269.64675","6875.99","(otros)","FAG"
"019156901-0000","B7213-E-T-P4S-UL","327.42225","8349.27","(otros)","FAG"
"019156910-0000","B7213-E-T-P4S-UM","269.64675","6875.99","(otros)","FAG"
"019156936-0000","B7214-C-T-P4S-DUL","590.2258499999999","15050.76","(otros)","FAG"
"019156944-0000","B7214-C-T-P4S-DUM","590.2258499999999","15050.76","(otros)","FAG"
"019156952-0000","B7214-C-T-P4S-UL","337.71195000000006","8611.65","(otros)","FAG"
"019156960-0000","B7214-C-T-P4S-UM","295.13790000000006","7526.02","(otros)","FAG"
"019156979-0000","B7214-E-T-P4S-DUL","590.2258499999999","15050.76","(otros)","FAG"
"019156987-0000","B7214-E-T-P4S-DUM","590.2258499999999","15050.76","(otros)","FAG"
"039767884-0000","B7214-E-T-P4S-K5-UL","295.13790000000006","7526.02","(otros)","FAG"
"019157002-0000","B7214-E-T-P4S-UL","337.71195000000006","8611.65","(otros)","FAG"
"038496739-0000","B7214-E-T-P4S-UM","295.13790000000006","7526.02","(otros)","FAG"
"019157029-0000","B7215-C-T-P4S-DUL","668.4309","17044.99","(otros)","FAG"
"019157045-0000","B7215-C-T-P4S-UL","357.19245","9108.41","(otros)","FAG"
"019157053-0000","B7215-C-T-P4S-UM","334.24875000000003","8523.34","(otros)","FAG"
"019157061-0000","B7215-E-T-P4S-DUL","668.4309","17044.99","(otros)","FAG"
"016727681-0000","B7215-E-T-P4S-UL","357.22575","9109.26","(otros)","FAG"
"020811381-0000","B7215-E-T-P4S-UM","334.24875000000003","8523.34","(otros)","FAG"
"019157100-0000","B7216-C-T-P4S-DUL","777.3052500000001","19821.28","(otros)","FAG"
"038538610-0000","B7216-C-T-P4S-DUM","777.3052500000001","19821.28","(otros)","FAG"
"019157126-0000","B7216-C-T-P4S-K5-UL","388.67760000000004","9911.28","(otros)","FAG"
"038742268-0000","B7216-C-T-P4S-TUL","1165.9995","29732.99","(otros)","FAG"
"016727690-0000","B7216-C-T-P4S-UL","388.1781","9898.54","(otros)","FAG"
"019157134-0000","B7216-C-T-P4S-UM","388.67760000000004","9911.28","(otros)","FAG"
"038436256-0000","B7216-E-T-P4S-DUL","777.3052500000001","19821.28","(otros)","FAG"
"038521296-0000","B7216-E-T-P4S-DUM","777.3052500000001","19821.28","(otros)","FAG"
"019157150-0000","B7216-E-T-P4S-K5-UL","388.67760000000004","9911.28","(otros)","FAG"
"019157185-0000","B7216-E-T-P4S-UL","388.1781","9898.54","(otros)","FAG"
"038574209-0000","B7216-E-T-P4S-UM","388.67760000000004","9911.28","(otros)","FAG"
"038436264-0000","B7217-C-T-P4S-DUL","863.55225","22020.58","(otros)","FAG"
"019157207-0000","B7217-C-T-P4S-UL","440.59230000000014","11235.10","(otros)","FAG"
"038696754-0000","B7217-C-T-P4S-UM","431.75115000000005","11009.65","(otros)","FAG"
"038436280-0000","B7217-E-T-P4S-DUL","863.55225","22020.58","(otros)","FAG"
"038795507-0000","B7217-E-T-P4S-TUL","548.1846","13978.71","(otros)","FAG"
"019157215-0000","B7217-E-T-P4S-UL","440.59230000000014","11235.10","(otros)","FAG"
"038814250-0000","B7217-E-T-P4S-UM","431.75115000000005","11009.65","(otros)","FAG"
"038065894-0000","B7218-C-T-P4S-DUL","1114.9839","28432.09","(otros)","FAG"
"019157223-0000","B7218-C-T-P4S-UL","497.90160000000003","12696.49","(otros)","FAG"
"019157231-0000","B7218-C-T-P4S-UM","557.49195","14216.04","(otros)","FAG"
"019157240-0000","B7218-E-T-P4S-DUL","1114.9839","28432.09","(otros)","FAG"
"019157266-0000","B7218-E-T-P4S-UL","497.90160000000003","12696.49","(otros)","FAG"
"038561344-0000","B7218-E-T-P4S-UM","557.49195","14216.04","(otros)","FAG"
"038047489-0000","B7219-C-T-P4S-DUL","1126.1394","28716.55","(otros)","FAG"
"039756254-0000","B7219-C-T-P4S-DUM","1126.1394","28716.55","(otros)","FAG"
"019157282-0000","B7219-C-T-P4S-UL","575.8902","14685.20","(otros)","FAG"
"019157290-0000","B7219-E-T-P4S-UL","575.8902","14685.20","(otros)","FAG"
"038047497-0000","B7219-E-T-P4S-UM","563.08635","14358.70","(otros)","FAG"
"038047500-0000","B7220-C-T-P4S-DUL","1475.63955","37628.81","(otros)","FAG"
"038661063-0000","B7220-C-T-P4S-K5-UL","737.8447500000001","18815.04","(otros)","FAG"
"019157304-0000","B7220-C-T-P4S-UL","653.8788000000001","16673.91","(otros)","FAG"
"019157312-0000","B7220-C-T-P4S-UM","737.8447500000001","18815.04","(otros)","FAG"
"038069113-0000","B7220-E-T-P4S-DUL","1475.63955","37628.81","(otros)","FAG"
"039764222-0000","B7220-E-T-P4S-K5-UL","737.8447500000001","18815.04","(otros)","FAG"
"019157339-0000","B7220-E-T-P4S-UL","653.8788000000001","16673.91","(otros)","FAG"
"038558548-0000","B7220-E-T-P4S-UM","737.8447500000001","18815.04","(otros)","FAG"
"038085224-0000","B7222-C-T-P4S-DUL","1715.06655","43734.20","(otros)","FAG"
"019157347-0000","B7222-C-T-P4S-UL","861.3045","21963.26","(otros)","FAG"
"039619176-0000","B7222-C-T-P4S-UM","857.55825","21867.74","(otros)","FAG"
"038067285-0000","B7222-E-T-P4S-DUL","1715.06655","43734.20","(otros)","FAG"
"016727703-0000","B7222-E-T-P4S-UL","861.3045","21963.26","(otros)","FAG"
"038762099-0000","B7222-E-T-P4S-UM","857.55825","21867.74","(otros)","FAG"
"038090058-0000","B7224-C-T-P4S-DUL","3071.9583000000002","78334.94","(otros)","FAG"
"019157363-0000","B7224-C-T-P4S-UL","1080.3019500000003","27547.70","(otros)","FAG"
"039772004-0000","B7224-C-T-P4S-UM","1535.9458500000003","39166.62","(otros)","FAG"
"038571048-0000","B7224-E-T-P4S-DUM","3071.9583000000002","78334.94","(otros)","FAG"
"019157398-0000","B7224-E-T-P4S-UL","1080.3019500000003","27547.70","(otros)","FAG"
"038762110-0000","B7224-E-T-P4S-UM","1535.9458500000003","39166.62","(otros)","FAG"
"019157401-0000","B7226-C-T-P4S-UL","1241.14095","31649.09","(otros)","FAG"
"038502623-0000","B7226-C-T-P4S-UM","1566.6984000000002","39950.81","(otros)","FAG"
"065839463-0000","B7226-E-T-P4S-DUL","3133.363500000001","79900.77","(otros)","FAG"
"019157410-0000","B7226-E-T-P4S-UL","1241.14095","31649.09","(otros)","FAG"
"038522950-0000","B7228-C-T-P4S-DUL","3196.0341","81498.87","(otros)","FAG"
"019157428-0000","B7228-C-T-P4S-UL","1725.38955","43997.43","(otros)","FAG"
"019157436-0000","B7228-E-T-P4S-UL","1725.38955","43997.43","(otros)","FAG"
"038083027-0000","B7230-C-T-P4S-UL","2209.5882","56344.50","(otros)","FAG"
"081445040-0000","BAX120-F-T-P4S-DBL","1427.75415","36407.73","BAX","FAG"
"006000100-0000","BCE1010","6.188805000000001","157.81","BCE","INA"
"006000118-0000","BCE1012","5.799195000000002","147.88","BCE","INA"
"006000142-0000","BCE108","5.154840000000001","131.45","BCE","INA"
"006000150-0000","BCE1110-B","6.3686250000000015","162.40","BCE","INA"
"000058475-0000","BCE1112","10.998990000000001","280.47","BCE","INA"
"006000169-0000","BCE1210","5.799195000000002","147.88","BCE","INA"
"006000185-0000","BCE1212","5.424570000000002","138.33","BCE","INA"
"006000193-0000","BCE1212-AS1","7.5973950000000015","193.73","BCE","INA"
"006000215-0000","BCE128","5.604390000000001","142.91","BCE","INA"
"006000240-0000","BCE1412","6.923070000000001","176.54","BCE","INA"
"006000240-0726","BCE1412-L140/40","6.923070000000001","176.54","BCE","INA"
"006000266-0000","BCE1416","10.63935","271.30","BCE","INA"
"006000339-0000","BCE1616","7.807185000000002","199.08","BCE","INA"
"006000347-0000","BCE168","6.818175000000002","173.86","BCE","INA"
"006000363-0000","BCE1816","8.84115","225.45","BCE","INA"
"006000380-0000","BCE2012","8.226765000000002","209.78","BCE","INA"
"006000410-0000","BCE2020","10.684305","272.45","BCE","INA"
"005316065-0000","BCE2414","12.092895000000002","308.37","BCE","INA"
"006000452-0000","BCE2416","12.212775000000004","311.43","BCE","INA"
"006000517-0000","BCE2816","13.921065","354.99","BCE","INA"
"006000550-0000","BCE44","4.030965000000001","102.79","BCE","INA"
"006000568-0000","BCE45","4.855140000000001","123.81","BCE","INA"
"006000576-0000","BCE47","4.855140000000001","123.81","BCE","INA"
"006000592-0000","BCE55","4.855140000000001","123.81","BCE","INA"
"006000622-0000","BCE57","4.855140000000001","123.81","BCE","INA"
"006000665-0000","BCE59","5.799195000000002","147.88","BCE","INA"
"006000665-0702","BCE59-L271/STD","5.799195000000002","147.88","BCE","INA"
"006000690-0000","BCE65","5.154840000000001","131.45","BCE","INA"
"006000703-0000","BCE66","5.154840000000001","131.45","BCE","INA"
"006000720-0000","BCE68","5.439555000000001","138.71","BCE","INA"
"006000746-0000","BCE78","5.544450000000002","141.38","BCE","INA"
"006000754-0000","BCE810","5.154840000000001","131.45","BCE","INA"
"006000762-0000","BCE812","5.154840000000001","131.45","BCE","INA"
"006000762-0702","BCE812-L271/STD","5.154840000000001","131.45","BCE","INA"
"006000797-0000","BCE86","4.975020000000001","126.86","BCE","INA"
"006000800-0000","BCE87","4.975020000000001","126.86","BCE","INA"
"006000819-0000","BCE88","4.975020000000001","126.86","BCE","INA"
"006000843-0702","BCE89-P-L271/STD","5.799195000000002","147.88","BCE","INA"
"006000916-0753","BCH06604-PR-L294/EDC","1.6183800000000004","41.27","BCH","INA"
"006000975-0000","BCH108","7.3276650000000005","186.86","BCH","INA"
"006000975-0702","BCH108-L271/STD","7.3276650000000005","186.86","BCH","INA"
"006001025-0000","BCH1612","7.012980000000001","178.83","BCH","INA"
"006001041-0000","BCH1616","7.012980000000001","178.83","BCH","INA"
"006001068-0000","BCH2020","10.684305","272.45","BCH","INA"
"006001084-0000","BCH57","4.975020000000001","126.86","BCH","INA"
"006001106-0000","BCH68","4.975020000000001","126.86","BCH","INA"
"006001157-0000","BCH812-B","5.559435000000001","141.77","BCH","INA"
"000949434-0000","BE20-XL","40.639320000000005","1036.30","BE","INA"
"000949426-0000","BE25-XL","47.96698500000001","1223.16","BE","INA"
"000949418-0000","BE30-XL","59.11582500000001","1507.45","BE","INA"
"000949396-0000","BE35-XL","69.24568500000002","1765.76","BE","INA"
"000948489-0000","BE40-XL","80.06485500000001","2041.65","BE","INA"
"039697444-0000","BEARING-MATE.SLING-1M","170.34892499999998","4343.90","(otros)","SCHAEFFLER"
"000509663-0000","BK0306-TV-A","5.259735","134.12","BK","INA"
"009775811-0000","BK0408-B","5.259735","134.12","BK","INA"
"001197568-0000","BK0509-B","5.154840000000001","131.45","BK","INA"
"006001190-0000","BK0609","5.154840000000001","131.45","BK","INA"
"001197797-0000","BK0609-B","5.154840000000001","131.45","BK","INA"
"001197614-0000","BK0709-B","5.154840000000001","131.45","BK","INA"
"001197649-0000","BK0808-B","5.259735","134.12","BK","INA"
"006001203-0000","BK0810","5.229765000000001","133.36","BK","INA"
"001197665-0000","BK0810-B","5.229765000000001","133.36","BK","INA"
"001197860-0000","BK0910-B","5.259735","134.12","BK","INA"
"001197800-0000","BK0912-B","5.304690000000001","135.27","BK","INA"
"001197690-0000","BK1010-B","5.304690000000001","135.27","BK","INA"
"006001211-0000","BK1010-HLA","5.304690000000001","135.27","BK","INA"
"001197827-0000","BK1012-B","6.5184750000000005","166.22","BK","INA"
"006001220-0000","BK1012-HLA","6.5184750000000005","166.22","BK","INA"
"005046297-0000","BK1015-B","7.417575000000001","189.15","BK","INA"
"001197711-0000","BK1210-B","5.679315","144.82","BK","INA"
"000177229-0000","BK1212-A","5.994000000000001","152.85","BK","INA"
"000177229-0968","BK1212-A-L271","5.994000000000001","152.85","BK","INA"
"000176966-0000","BK1312-A","8.811180000000002","224.69","BK","INA"
"000176974-0000","BK1412-A","6.3686250000000015","162.40","BK","INA"
"000707562-0968","BK1414-RS-L271","9.02097","230.03","BK","INA"
"000534994-0000","BK1512","7.282710000000002","185.71","BK","INA"
"000707570-0968","BK1514-RS-L271","14.175810000000002","361.48","BK","INA"
"000176990-0000","BK1516-A","6.71328","171.19","BK","INA"
"000177008-0000","BK1612-A","8.166825000000001","208.25","BK","INA"
"000707589-0968","BK1614-RS-L271","10.654335000000001","271.69","BK","INA"
"000177016-0000","BK1616-A","6.8931000000000004","175.77","BK","INA"
"000195413-0000","BK1622-ZW-A","22.702275000000007","578.91","BK","INA"
"000177032-0000","BK1812-A","17.14284","437.14","BK","INA"
"000177040-0000","BK1816-A","9.395595","239.59","BK","INA"
"000177059-0000","BK2016-A","8.84115","225.45","BK","INA"
"000226947-0000","BK2016-AS1","8.916075000000003","227.36","BK","INA"
"000707597-0968","BK2018-RS-L271","10.924065","278.56","BK","INA"
"000177067-0000","BK2020-A","10.699290000000003","272.83","BK","INA"
"000177075-0000","BK2216-A","10.159830000000003","259.08","BK","INA"
"000177091-0000","BK2516-A","18.146835000000003","462.74","BK","INA"
"000707600-0968","BK2518-RS-L271","11.988000000000001","305.69","BK","INA"
"000177105-0000","BK2520","10.4895","267.48","BK","INA"
"000177113-0000","BK2526-A","10.4895","267.48","BK","INA"
"000177121-0000","BK2538-ZW-A","14.580405000000003","371.80","BK","INA"
"000177172-0000","BK3016","19.165815000000002","488.73","BK","INA"
"000177180-0000","BK3020","11.718270000000004","298.82","BK","INA"
"000177199-0000","BK3026","11.703285000000001","298.43","BK","INA"
"006001254-0000","BK3026-HLA","11.703285000000001","298.43","BK","INA"
"000195421-0000","BK3038-ZW","16.54344","421.86","BK","INA"
"000245372-0000","BK3520-A","15.044940000000002","383.65","BK","INA"
"000245356-0000","BK4020-A","14.430555000000005","367.98","BK","INA"
"000197157-0000","BK4520-A","34.58538000000001","881.93","BK","INA"
"000196053-0000","BK5025-A","34.58538000000001","881.93","BK","INA"
"038281600-0000","BO15-TVP","11.297025","288.07","BO","FAG"
"016727738-0000","BO17-TVP","12.930945000000001","329.74","BO","FAG"
"000720380-0000","BR100","2.9970000000000008","76.42","BR","INA"
"019160194-0000","BSB020047-T","160.17300000000003","4084.41","BSB","BARDEN"
"019160208-0000","BSB025062-T","226.0071000000001","5763.18","BSB","BARDEN"
"038546922-0000","BSB025062-T-DU","528.55425","13478.13","BSB","BARDEN"
"038497808-0000","BSB025062-T-L055","226.0071000000001","5763.18","BSB","BARDEN"
"019160224-0000","BSB030062-T","230.53590000000005","5878.67","BSB","BARDEN"
"019160232-0000","BSB035072-T","265.1679","6761.78","BSB","BARDEN"
"038546906-0000","BSB035072-T-DU","153.76275","3920.95","BSB","BARDEN"
"019160240-0000","BSB040072-T","236.97945000000007","6042.98","BSB","BARDEN"
"038515040-0000","BSB040090-T","288.56115","7358.31","BSB","BARDEN"
"038497794-0000","BSB045075-T","257.05935","6555.01","BSB","BARDEN"
"038493209-0000","BSB050100-T","401.83110000000005","10246.69","BSB","BARDEN"
"095230394-0000","BSB2047-2Z-SU-XL","99.08415","2526.65","BSB","BARDEN"
"117742511-0000","BSB2047DUH G-73","312.83684999999997","7977.34","BSB","BARDEN"
"117733229-0000","BSB2047DUH O-11","311.90445000000005","7953.56","BSB","BARDEN"
"117742554-0000","BSB2047QUH G-73","625.52385","15950.86","BSB","BARDEN"
"117742546-0000","BSB2047QUH O-11","624.2751000000001","15919.02","BSB","BARDEN"
"039620778-0000","BSB2047-SU","92.64060000000002","2362.34","BSB","BARDEN"
